geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
DHX58,0.795939086,-0.099120168,-1.62910561,0.147313989,,,,,,,
XPO5,0.896327023,-0.04753351,-1.62900897,0.147334559,,,,,,,
TBC1D7,1.079814922,0.033349325,1.627601625,0.147634417,,,,,,,
NELFCD,0.900522183,-0.045505585,-1.62661929,0.147844058,,,,,,,
ARSL,0.852807343,-0.069149069,-1.626266112,0.147919498,,,,,,,
FABP1,0.478030222,-0.320544646,-1.626182686,0.147937323,,,,,,,
SH3GLB1,1.061151729,0.025777486,1.625031115,0.14818358,,,,,,,
COL15A1,1.177285691,0.070881865,1.625003977,0.148189388,,,,,,,
TTC7B,0.941858838,-0.026014183,-1.624994713,0.148191371,,,,,,,
PIK3CB,0.892676758,-0.049305773,-1.623168661,0.148582665,,,,,,,
C4orf3,1.214923469,0.084548922,1.622902893,0.148639695,,,,,,,
H2AZ1,1.066423865,0.027929855,1.621464904,0.148948623,,,,,,,
C9orf40,0.90653213,-0.042616799,-1.621264747,0.14899167,,,,,,,
ZNF830,1.083861531,0.034973802,1.620721854,0.149108489,,,,,,,
CGGBP1,1.061745505,0.026020431,1.61944769,0.149382997,,,,,,,
GTF2H1,1.011228854,0.004849453,-1.618817794,0.149518876,,,,,,,
LGMN,0.650953526,-0.186450016,-1.617787862,0.149741299,,,,,,,
IFT25,0.830601313,-0.080607387,-1.617025164,0.149906209,,,,,,,
TLCD2,1.26552795,0.102271741,1.613672689,0.150633089,,,,,,,
GPT2,0.865275783,-0.062845451,-1.613428614,0.150686137,,,,,,,
DYNC2LI1,0.783560032,-0.105927725,-1.612232073,0.15094645,,,,,,,
SNX15,1.390742591,0.143246755,1.6105875,0.151304917,,,,,,,
QSOX1,0.918341109,-0.036995974,-1.608760628,0.151704049,,,,,,,
RBM4,1.122463244,0.050172128,1.605729898,0.15236836,,,,,,,
MTREX,0.845895819,-0.072683122,-1.604436089,0.152652776,,,,,,,
TMEM231,0.751077816,-0.124315065,-1.60422566,0.152699081,,,,,,,
IFT52,0.808424345,-0.092360617,-1.604137995,0.152718376,,,,,,,
ZNF687,0.843157549,-0.074091267,-1.598230053,0.154023916,,,,,,,
FETUB,0.874696902,-0.058142411,-1.597543309,0.154176344,,,,,,,
THSD7A,0.825866441,-0.083090181,-1.596278135,0.154457526,,,,,,,
CTC1,0.877225405,-0.056888799,-1.591695467,0.155480004,,,,,,,
SLC25A25,1.102704758,0.042459249,1.591682928,0.155482811,,,,,,,
NDC1,0.790626592,-0.102028583,-1.588458294,0.15620606,,,,,,,
FILIP1L,0.931549372,-0.030794123,-1.587673288,0.156382599,,,,,,,
EXOSC9,0.853583563,-0.068753957,-1.587408265,0.156442242,,,,,,,
THAP11,1.07012987,0.029436487,1.586891679,0.156558559,,,,,,,
P2RX7,1.318617904,0.120118968,1.584958185,0.156994625,,,,,,,
WDR54,0.825913738,-0.08306531,-1.582881777,0.157464175,,,,,,,
RANGAP1,1.020581489,0.008847687,1.582508152,0.157548804,,,,,,,
TMSB4X,1.135390281,0.055145172,1.582240711,0.157609406,,,,,,,
PIGN,0.886728303,-0.052209429,-1.580790597,0.157938381,,,,,,,
URGCP,0.922615139,-0.034979423,-1.580409422,0.158024961,,,,,,,
PSKH1,0.77019953,-0.113396751,-1.580381738,0.158031251,,,,,,,
CARMIL3,1.148724893,0.060216032,1.579892139,0.158142526,,,,,,,
ZMYND10,0.746433327,-0.127008978,-1.578742048,0.158404202,,,,,,,
INCENP,1.656815793,0.219274226,1.577851379,0.158607128,,,,,,,
PPP2R5C,0.858115147,-0.066454432,-1.577731914,0.158634365,,,,,,,
MUSTN1,0.741153458,-0.130091861,-1.576770085,0.158853809,,,,,,,
CLTRN,0.793354602,-0.100532655,-1.575547583,0.159133131,,,,,,,
DOK3,0.811936031,-0.090478185,-1.575100067,0.159235495,,,,,,,
EIF2B5,0.897480587,-0.046974937,-1.57486064,0.159290287,,,,,,,
SLC27A4,1.092026588,0.038233212,1.572805678,0.159761267,,,,,,,
ISG20,0.848099146,-0.071553374,-1.572451637,0.15984254,,,,,,,
AGO2,0.95090303,-0.021863769,-1.572121309,0.159918404,,,,,,,
CCN1,0.701550388,-0.153941131,-1.570487406,0.160294141,,,,,,,
NEMF,0.881888621,-0.054586261,-1.569993769,0.160407819,,,,,,,
CSRP2,0.808531322,-0.092303151,-1.569972987,0.160412607,,,,,,,
IGHV3-9,0.69036519,-0.160921115,-1.56968339,0.160479333,,,,,,,
IGLC2,0.745783115,-0.127387453,-1.567313606,0.161026328,,,,,,,
UBE3B,0.916984127,-0.037638182,-1.56674033,0.161158911,,,,,,,
ANKRD11,1.978093306,0.296246773,1.56603637,0.161321854,,,,,,,
SLC23A2,0.596313096,-0.224525653,-1.565968608,0.161337547,,,,,,,
IGHV1-46,1.110891623,0.045671692,1.56333438,0.161948689,,,,,,,
MINPP1,0.803923037,-0.094785526,-1.560434838,0.162623855,,,,,,,
RGR,0.677367158,-0.169175864,-1.559714106,0.162792081,,,,,,,
LYZ,0.58266851,-0.234578452,-1.556887341,0.163453428,,,,,,,
LRRC58,0.698261166,-0.155982111,-1.556747532,0.163486202,,,,,,,
PNPLA6,1.212656702,0.083737871,1.555268881,0.163833195,,,,,,,
LUM,0.657185145,-0.182312262,-1.555112942,0.163869829,,,,,,,
ELMO2,0.885827155,-0.052651011,-1.553866905,0.164162822,,,,,,,
PLEKHD1,0.736096391,-0.133065312,-1.553171077,0.164326649,,,,,,,
DNAJB9,1.157496505,0.063519688,1.553170883,0.164326694,,,,,,,
HTT,0.922333414,-0.035112058,-1.552742354,0.164427663,,,,,,,
UGT2A1,0.661332557,-0.179580096,-1.552310335,0.164529511,,,,,,,
GAR1,1.074171312,0.03107355,1.551196102,0.164792461,,,,,,,
BRK1,1.0880468,0.036647576,1.551149011,0.164803582,,,,,,,
LMCD1,0.908913211,-0.041477584,-1.550684398,0.164913348,,,,,,,
CRYBG3,1.050769207,0.021507337,1.549510454,0.165190994,,,,,,,
UTP20,0.87723133,-0.056885866,-1.543600882,0.166595192,,,,,,,
SCYL3,0.912148894,-0.039934264,-1.543293801,0.166668458,,,,,,,
NTAN1,1.094826877,0.03934545,1.540316866,0.167380256,,,,,,,
ALDH3B1,0.851482199,-0.069824427,-1.540228543,0.167401417,,,,,,,
B3GALNT1,0.892450991,-0.049415624,-1.539706183,0.167526618,,,,,,,
TFAP2E,0.359252173,-0.444600597,-1.538647289,0.16778068,,,,,,,
TOMM40L,0.888166362,-0.051505679,-1.538314512,0.167860597,,,,,,,
PARP10,0.944558677,-0.024771058,-1.53823475,0.167879757,,,,,,,
MTMR12,1.100993176,0.041784627,1.537669711,0.168015546,,,,,,,
PPL,0.936306663,-0.028581886,-1.536718031,0.168244481,,,,,,,
CGN,0.757100704,-0.12084635,-1.536481418,0.168301444,,,,,,,
LYPLA2,0.938291868,-0.027662047,-1.536438511,0.168311776,,,,,,,
SPECC1L,0.941692762,-0.026090767,-1.536203125,0.168368465,,,,,,,
GEMIN6,1.126109316,0.051580551,1.535878504,0.168446673,,,,,,,
FGFR2,0.802402035,-0.095607979,-1.534232631,0.168843714,,,,,,,
NUDT7,0.676587302,-0.169676157,-1.534189164,0.168854212,,,,,,,
SERPINA7,0.681072892,-0.166806405,-1.530244418,0.169809371,,,,,,,
RGCC,1.129084393,0.052726404,1.530196822,0.169820925,,,,,,,
WDR13,0.871603386,-0.059681091,-1.528508861,0.170231176,,,,,,,
UBE2L6,0.758232885,-0.120197384,-1.526755868,0.170658193,,,,,,,
GRHPR,1.044466971,0.018894711,1.52636136,0.170754428,,,,,,,
ZNHIT2,0.868868066,-0.061046164,-1.524229617,0.171275297,,,,,,,
HOXC12,0.696085305,-0.157337534,-1.522250595,0.171760152,,,,,,,
TTPAL,0.917132271,-0.037568025,-1.52212918,0.171789939,,,,,,,
ALS2,0.917255658,-0.037509601,-1.519164995,0.172518621,,,,,,,
PLD3,0.80826377,-0.092446888,-1.519136637,0.172525606,,,,,,,
CD36,0.812100896,-0.09039001,-1.516864367,0.17308613,,,,,,,
USP17L13,1.242458736,0.094281974,1.514147471,0.173758518,,,,,,,
APOA2,0.557737773,-0.253569942,-1.511763787,0.174350406,,,,,,,
ANKRD27,0.865108972,-0.062929184,-1.510719044,0.174610405,,,,,,,
PDE3A,0.800719105,-0.096519809,-1.510209209,0.174737412,,,,,,,
GARIN6,1.176531773,0.07060366,1.507594702,0.175390051,,,,,,,
ACP6,0.761240473,-0.11847813,-1.506080888,0.175768949,,,,,,,
IFT70A,0.821005082,-0.085654155,-1.50600722,0.175787407,,,,,,,
PF4,1.464215619,0.165605035,1.503730114,0.176358812,,,,,,,
C12orf4,0.696625158,-0.157000845,-1.502901125,0.176567255,,,,,,,
TMSB10,1.162812191,0.065509576,1.501046279,0.177034453,,,,,,,
RASAL1,0.861635927,-0.064676201,-1.499993316,0.177300175,,,,,,,
MTR,0.861968744,-0.064508482,-1.498496175,0.177678613,,,,,,,
PER1,1.171509282,0.068745734,1.497809788,0.177852359,,,,,,,
SMDT1,1.065291359,0.027468404,1.496631231,0.17815105,,,,,,,
MCM7,1.298308744,0.113377982,1.49554284,0.178427295,,,,,,,
DYNC2H1,0.832590153,-0.07956873,-1.494010311,0.178816928,,,,,,,
AHCTF1,0.925263416,-0.033734609,-1.493780169,0.178875506,,,,,,,
TRAPPC6B,0.875617795,-0.057685421,-1.493696,0.178896934,,,,,,,
PNO1,0.814462178,-0.089129079,-1.486246327,0.18080277,,,,,,,
MXRA8,1.143559402,0.058258729,1.485988429,0.180869076,,,,,,,
WDR19,0.822559832,-0.084832502,-1.485708124,0.180941169,,,,,,,
PPIL3,1.254603175,0.098506382,1.484938943,0.181139131,,,,,,,
ODAD1,1.07768753,0.032492858,1.484079096,0.181360661,,,,,,,
RDH11,1.10291815,0.042543284,1.479508488,0.182542358,,,,,,,
ETF1,0.931526599,-0.03080474,-1.478429377,0.182822371,,,,,,,
FRRS1L,0.870806786,-0.060078195,-1.477211023,0.183138983,,,,,,,
SPATA20,1.373144757,0.137716323,1.472776688,0.18429553,,,,,,,
BAZ1B,1.052527452,0.022233432,1.470443494,0.184906716,,,,,,,
HLA-DRB1,0.504778736,-0.296898949,-1.470385446,0.184921945,,,,,,,
ARL2BP,0.90022243,-0.045650171,-1.469934541,0.185040281,,,,,,,
SERPINF2,0.676283421,-0.169871259,-1.468821922,0.185332571,,,,,,,
F13B,0.808352575,-0.092399174,-1.467740367,0.185617101,,,,,,,
AP3M2,0.870025867,-0.060467835,-1.46748908,0.185683264,,,,,,,
FLOT1,0.869967673,-0.060496885,-1.465126341,0.186306416,,,,,,,
INSL6,2.108220271,0.323915985,1.464881765,0.186371028,,,,,,,
COL7A1,1.175213058,0.070116608,1.463045237,0.186856854,,,,,,,
CTBS,0.772063804,-0.112346808,-1.462677285,0.186954327,,,,,,,
EIF2S2,0.827723868,-0.082114522,-1.461234695,0.187336924,,,,,,,
APOB,0.655438533,-0.18346803,-1.460477393,0.187538056,,,,,,,
TNFAIP8,0.886867791,-0.052141118,-1.460458069,0.18754319,,,,,,,
LZTS2,1.258999681,0.10002562,1.458066669,0.188179616,,,,,,,
OLFML2B,1.155390507,0.062728795,1.456404945,0.188622999,,,,,,,
TEP1,0.882580645,-0.054245601,-1.45635571,0.188636151,,,,,,,
SPTBN4,1.1429331,0.05802081,1.456301133,0.18865073,,,,,,,
PEX2,0.878998793,-0.056011721,-1.454547618,0.189119689,,,,,,,
C19orf84,1.122878641,0.050332821,1.454460449,0.189143029,,,,,,,
THEMIS2,0.762526874,-0.117744846,-1.453614782,0.189369594,,,,,,,
FEZ2,0.883166503,-0.053957412,-1.453324154,0.189447514,,,,,,,
SRPX,0.786174923,-0.104480813,-1.45278836,0.18959124,,,,,,,
SOS2,0.743825666,-0.12852884,-1.449771018,0.190402475,,,,,,,
ARHGEF19,0.912204639,-0.039907723,-1.449672975,0.190428887,,,,,,,
UGGT2,0.870472978,-0.060244706,-1.449449255,0.190489168,,,,,,,
APOC1,0.483996349,-0.315157914,-1.447858083,0.1909184,,,,,,,
IGLV6-57,0.655068698,-0.183713153,-1.447591356,0.190990437,,,,,,,
ADAL,0.783068783,-0.106200089,-1.446914752,0.191173283,,,,,,,
HLA-DRB1,44.41675618,1.647546838,1.445075458,0.191671131,,,,,,,
DAG1,1.024257325,0.010409079,1.444915309,0.191714534,,,,,,,
NAA25,0.834671566,-0.078484381,-1.443660325,0.192054963,,,,,,,
HYAL2,0.895957221,-0.047712726,-1.442207526,0.192449731,,,,,,,
SELL,0.76774759,-0.114781538,-1.438391925,0.193490017,,,,,,,
MAGI1,0.949020155,-0.022724564,-1.438351924,0.19350095,,,,,,,
ZNF716,1.174756197,0.069947745,1.437968142,0.193605869,,,,,,,
LIF,1.20330767,0.080376685,1.437667006,0.193688229,,,,,,,
B4GAT1,0.907569342,-0.042120183,-1.437518438,0.193728874,,,,,,,
APIP,1.177273168,0.070877246,1.436103043,0.194116479,,,,,,,
SIL1,0.784831198,-0.105223741,-1.435807703,0.194197446,,,,,,,
DPT,0.714439017,-0.146034836,-1.435682895,0.194231671,,,,,,,
SLC16A6,0.732606975,-0.135128951,-1.434185915,0.194642595,,,,,,,
PPM1K,1.261998196,0.101058734,1.432888835,0.194999276,,,,,,,
DDX24,0.898417131,-0.046521975,-1.430574462,0.195637158,,,,,,,
RAP2B,0.921277267,-0.035609645,-1.430475046,0.1956646,,,,,,,
SRGAP3,0.931485984,-0.030823676,-1.429641376,0.195894861,,,,,,,
FLOT2,0.871038208,-0.059962794,-1.429625408,0.195899274,,,,,,,
IGLV2-18,0.882699518,-0.054187111,-1.428686766,0.196158825,,,,,,,
ARMCX3,1.143753602,0.058332475,1.427083008,0.196603004,,,,,,,
CD5L,0.622440439,-0.2059022,-1.427029441,0.196617855,,,,,,,
ZHX1,0.848499007,-0.071348662,-1.426418169,0.196787403,,,,,,,
IFT81,0.844966964,-0.073160271,-1.426232739,0.196838861,,,,,,,
RXRG,1.078827362,0.032951953,1.426107897,0.196873513,,,,,,,
MOSPD1,1.270844979,0.104092577,1.425080323,0.197158936,,,,,,,
ELOVL1,0.598488732,-0.222944022,-1.42323551,0.197672289,,,,,,,
B9D2,0.759828313,-0.119284528,-1.423020277,0.197732259,,,,,,,
ZNRD2,0.926590969,-0.033111937,-1.422934996,0.197756026,,,,,,,
SHOX,0.873814314,-0.058580845,-1.421484815,0.198160558,,,,,,,
GCA,0.924860398,-0.033923816,-1.421427091,0.198176675,,,,,,,
PLEKHF1,0.919024343,-0.036672985,-1.421416278,0.198179694,,,,,,,
CACHD1,0.814262743,-0.089235436,-1.420951886,0.198309406,,,,,,,
GGA3,1.154946656,0.062561926,1.41718739,0.199363687,,,,,,,
LRP1B,0.886119333,-0.052507788,-1.4170535,0.199401276,,,,,,,
ARID4B,0.905455127,-0.043133068,-1.416071308,0.199677218,,,,,,,
DMWD,0.8933427,-0.048981907,-1.415925785,0.199718131,,,,,,,
MYOF,0.766120671,-0.11570282,-1.415349971,0.199880091,,,,,,,
NIPSNAP3B,1.241035028,0.09378404,1.415023724,0.199971907,,,,,,,
PAFAH2,0.844646677,-0.073324922,-1.413894547,0.200289983,,,,,,,
CBX1,1.086015372,0.035835972,1.411275742,0.20102941,,,,,,,
RTF2,1.094735748,0.0393093,1.411256278,0.201034915,,,,,,,
TERF2IP,0.856146625,-0.067451851,-1.410431992,0.201268163,,,,,,,
DNAJC2,0.925720368,-0.033520181,-1.408033212,0.201948322,,,,,,,
NOL3,1.093142368,0.038676727,1.407774557,0.202021785,,,,,,,
CA2,0.859876824,-0.065563756,-1.407608417,0.202068984,,,,,,,
TYMP,0.67983593,-0.167595886,-1.40723514,0.202175065,,,,,,,
JCAD,1.135752243,0.055283603,1.406804633,0.202297471,,,,,,,
PKLR,0.978751942,-0.009327363,-1.406552054,0.202369318,,,,,,,
EXTL3,1.264577549,0.101945467,1.405399833,0.20269736,,,,,,,
IDS,0.639786069,-0.19396522,-1.404372292,0.202990304,,,,,,,
USF1,1.042824749,0.01821133,1.404093986,0.203069712,,,,,,,
ARHGAP18,0.821291385,-0.085502733,-1.403796814,0.203154534,,,,,,,
RNF220,1.273291925,0.104927985,1.403588211,0.203214094,,,,,,,
PGLYRP2,0.602576778,-0.219987609,-1.401725027,0.203746759,,,,,,,
BGN,0.75040287,-0.124705514,-1.401413235,0.203836018,,,,,,,
SIPA1L1,0.934429487,-0.029453465,-1.399143171,0.204486939,,,,,,,
ARNT2,0.766957181,-0.115228882,-1.399009432,0.204525345,,,,,,,
NFATC2,0.820434466,-0.085956104,-1.397862894,0.204854863,,,,,,,
ZDHHC4,0.921514875,-0.03549765,-1.397408306,0.204985643,,,,,,,
POLD1,0.870509607,-0.060226431,-1.396937238,0.205121243,,,,,,,
IGKV1-16,0.708260774,-0.14980681,-1.396736,0.205179195,,,,,,,
METTL2B,0.980055659,-0.008749259,-1.396654762,0.205202593,,,,,,,
CTR9,0.968476896,-0.013910735,-1.395855293,0.205432989,,,,,,,
IGLV3-19,0.660666351,-0.180017812,-1.395711065,0.205474578,,,,,,,
PLEKHA5,1.099606571,0.041237327,1.393733338,0.206045622,,,,,,,
SPATA18,0.768930266,-0.114113045,-1.391468497,0.206701299,,,,,,,
ANKRD65,0.896159601,-0.047614638,-1.390693678,0.206926036,,,,,,,
ATG101,0.863007791,-0.063985283,-1.390357995,0.207023468,,,,,,,
GPR34,1.157007252,0.063336081,1.390237341,0.207058498,,,,,,,
RPAP1,0.898725007,-0.046373174,-1.389150022,0.207374422,,,,,,,
DEFA4,0.868584791,-0.061187779,-1.387838299,0.207756115,,,,,,,
CFHR2,0.715961375,-0.145110407,-1.387785269,0.207771559,,,,,,,
HLA-DMA,0.874974766,-0.058004472,-1.38759207,0.207827834,,,,,,,
ZFYVE16,0.893555611,-0.048878414,-1.387535712,0.207844253,,,,,,,
NAA20,0.849484281,-0.070844653,-1.387020102,0.207994515,,,,,,,
SAMD9L,0.776119403,-0.110071459,-1.386844414,0.208045737,,,,,,,
HEATR6,1.148939111,0.060297014,1.386116533,0.208258072,,,,,,,
HMGCS2,1.64135993,0.215203827,1.385788936,0.2083537,,,,,,,
AP3S1,0.852439357,-0.069336507,-1.385308837,0.208493915,,,,,,,
BOK,0.787293463,-0.103863355,-1.383945958,0.208892406,,,,,,,
SH3BGRL3,1.144585809,0.058648357,1.383456531,0.209035673,,,,,,,
DIDO1,1.143646845,0.058291936,1.38340891,0.209049618,,,,,,,
GTF2F2,0.86949197,-0.060734424,-1.382993653,0.209171249,,,,,,,
APBB1IP,1.12211705,0.050038161,1.382350683,0.209359703,,,,,,,
NAGLU,0.835680894,-0.077959527,-1.381472762,0.209617264,,,,,,,
AGO3,1.041769091,0.017771468,1.381163666,0.209708013,,,,,,,
AMPD2,0.94647758,-0.023889669,-1.380938187,0.209774234,,,,,,,
RFT1,0.885073515,-0.053020655,-1.379164011,0.210295937,,,,,,,
RELCH,0.861907531,-0.064539325,-1.378808599,0.210400586,,,,,,,
CD99,1.364344061,0.134923905,1.377667742,0.210736814,,,,,,,
HMGN4,1.096568236,0.040035662,1.376702332,0.211021706,,,,,,,
HIP1,0.921761913,-0.035381241,-1.376617548,0.211046743,,,,,,,
MGMT,1.133317042,0.054351419,1.376570255,0.211060709,,,,,,,
CHGB,0.821055285,-0.085627599,-1.373641911,0.211927091,,,,,,,
KCNA5,0.810919808,-0.091022091,-1.372043498,0.212401324,,,,,,,
NADK2,1.160224619,0.064542077,1.371725532,0.212495773,,,,,,,
LIN7A,1.145138239,0.058857917,1.371639225,0.212521416,,,,,,,
SIN3A,0.929706617,-0.031654078,-1.370947786,0.212726952,,,,,,,
PRND,0.446644946,-0.350037576,-1.369323965,0.213210337,,,,,,,
KCNK1,0.682057679,-0.166178897,-1.36875565,0.213379744,,,,,,,
LBP,0.655029548,-0.183739109,-1.367490948,0.213757162,,,,,,,
NFIB,0.925638039,-0.033558807,-1.366062886,0.214184038,,,,,,,
CTSB,0.747576484,-0.126344368,-1.365176961,0.214449237,,,,,,,
AP2A2,0.962231931,-0.016720235,-1.364708301,0.214589646,,,,,,,
PIK3AP1,0.895365504,-0.047999642,-1.363288046,0.215015645,,,,,,,
INTS11,0.938632962,-0.027504199,-1.362065489,0.215382942,,,,,,,
GALNT17,0.711244428,-0.147981123,-1.361664363,0.215503574,,,,,,,
KRT3,0.344983467,-0.462201718,-1.361224985,0.215635778,,,,,,,
RFX3,0.815806622,-0.088412774,-1.360646729,0.215809879,,,,,,,
RNF213,0.914608168,-0.038764924,-1.360197761,0.215945138,,,,,,,
WNK2,1.053521019,0.022643205,1.359274367,0.216223562,,,,,,,
CROCC,0.705068764,-0.151768525,-1.357599695,0.21672932,,,,,,,
ZFYVE27,0.889862694,-0.050677,-1.355071561,0.2174948,,,,,,,
NOL6,0.817468441,-0.087529005,-1.353810638,0.217877477,,,,,,,
ARID2,0.756240694,-0.121339957,-1.352838978,0.218172769,,,,,,,
STAT5A,0.907665226,-0.042074302,-1.3527894,0.218187846,,,,,,,
TAGLN,0.792316063,-0.10110154,-1.35248504,0.21828042,,,,,,,
PROSER2,0.84576943,-0.072748017,-1.352393367,0.21830831,,,,,,,
PDE4C,1.235664077,0.091900421,1.351829776,0.218479843,,,,,,,
RWDD4,0.879430789,-0.055798334,-1.351033022,0.218722543,,,,,,,
APPL2,0.939882051,-0.026926644,-1.350814943,0.218789014,,,,,,,
IFT57,0.82160005,-0.085339543,-1.350560779,0.218866505,,,,,,,
BYSL,0.75953817,-0.119450396,-1.349845199,0.219084807,,,,,,,
SEC14L4,0.962424895,-0.016633152,-1.349727406,0.21912076,,,,,,,
SYT2,1.158249158,0.063801993,1.34959914,0.219159916,,,,,,,
PMEL,0.579176204,-0.237189289,-1.34780049,0.219709639,,,,,,,
PPP1R1B,0.772183717,-0.112279361,-1.347196241,0.219894588,,,,,,,
ERCC4,0.936349734,-0.028561909,-1.346824486,0.220008443,,,,,,,
CST3,0.83911674,-0.076177615,-1.34667455,0.220054378,,,,,,,
CSGALNACT2,0.798589065,-0.097676641,-1.346445924,0.220124436,,,,,,,
EIF2AK2,0.847287136,-0.071969387,-1.344433346,0.220741999,,,,,,,
ALB,0.674700324,-0.170889081,-1.344242789,0.220800551,,,,,,,
SYMPK,0.85851153,-0.066253868,-1.342827388,0.22123588,,,,,,,
RIPK2,0.891834965,-0.049715505,-1.340106022,0.222074996,,,,,,,
TNFAIP2,0.821712327,-0.085280198,-1.33935505,0.222307044,,,,,,,
EIF1,0.868153678,-0.061403391,-1.338625512,0.222532672,,,,,,,
NDST1,0.775479584,-0.110429631,-1.33809418,0.222697127,,,,,,,
LOXL3,0.823719677,-0.08422056,-1.338055646,0.222709058,,,,,,,
ODAD4,0.91056602,-0.040688561,-1.337456201,0.22289473,,,,,,,
HDGFL2,0.900825147,-0.045359499,-1.335892718,0.223379643,,,,,,,
MMP14,0.782190642,-0.106687384,-1.335660236,0.223451826,,,,,,,
FAS,0.933745927,-0.02977128,-1.334800766,0.223718858,,,,,,,
OSBPL9,0.86807278,-0.061443862,-1.333670732,0.224070379,,,,,,,
IGKV1-17,0.615148122,-0.211020297,-1.33315667,0.224230448,,,,,,,
GSTM4,0.483911134,-0.315234385,-1.331851765,0.22463722,,,,,,,
STK11,0.963265306,-0.016254081,-1.331339825,0.224796981,,,,,,,
ZFAND2B,1.101435632,0.041959122,1.330980675,0.22490912,,,,,,,
CYLD,0.916300469,-0.037962091,-1.330601696,0.225027504,,,,,,,
ICA1L,0.930999663,-0.031050476,-1.330202956,0.225152119,,,,,,,
VGF,0.65553984,-0.183400909,-1.329272812,0.225443043,,,,,,,
FRG1,1.376033624,0.138629046,1.327543618,0.225984764,,,,,,,
STAT1,0.731946645,-0.135520576,-1.327360526,0.226042189,,,,,,,
RELL1,1.038268517,0.016309685,1.327345137,0.226047016,,,,,,,
PPARA,0.933561851,-0.029856904,-1.327074128,0.226132041,,,,,,,
ZNF831,0.656110761,-0.183022839,-1.326975976,0.226162842,,,,,,,
EEF2K,0.859027662,-0.065992851,-1.326706115,0.226247544,,,,,,,
HLA-B,0.676870748,-0.169494254,-1.325742485,0.226550229,,,,,,,
CARD8,0.916817793,-0.037716967,-1.325067208,0.226762551,,,,,,,
PARP12,0.936930814,-0.028292478,-1.325052136,0.226767292,,,,,,,
IGHG3,0.663068207,-0.178441795,-1.323802413,0.227160696,,,,,,,
TEX51,0.613767735,-0.211995946,-1.323629281,0.227215244,,,,,,,
SARM1,0.926966078,-0.032936158,-1.323344227,0.227305079,,,,,,,
RNASE3,0.729908198,-0.136731759,-1.321900532,0.227760539,,,,,,,
RBM19,1.124894884,0.051111942,1.321832113,0.227782144,,,,,,,
LRRC14,1.167050691,0.06708972,1.32041908,0.228228737,,,,,,,
FCN3,0.725426463,-0.139406606,-1.319420932,0.228544664,,,,,,,
PGAP2,1.161945764,0.065185857,1.318114158,0.228958852,,,,,,,
ITFG2,1.128045136,0.052326477,1.317986956,0.228999204,,,,,,,
PLTP,0.544979701,-0.263619674,-1.317905579,0.229025023,,,,,,,
RAB22A,1.107402197,0.044305381,1.317142794,0.229267154,,,,,,,
GNPAT,0.857570149,-0.066730344,-1.317087142,0.229284828,,,,,,,
EIF1AD,1.051352749,0.021748454,1.316926008,0.229336009,,,,,,,
TGM4,0.477872534,-0.32068793,-1.316776299,0.22938357,,,,,,,
CHMP2B,1.131383814,0.053609961,1.316763925,0.229387501,,,,,,,
ST3GAL4,0.79032079,-0.102196593,-1.316258202,0.22954823,,,,,,,
ST7,0.820893258,-0.085713311,-1.316193059,0.22956894,,,,,,,
LAMB2,1.046899639,0.01990505,1.314704007,0.230042795,,,,,,,
CDKN1B,1.221531259,0.086904585,1.314463629,0.23011937,,,,,,,
NR1H2,0.879080217,-0.055971493,-1.314118565,0.230229332,,,,,,,
PTPRJ,0.887103207,-0.052025851,-1.313060151,0.230566902,,,,,,,
RRP12,0.82765125,-0.082152625,-1.312778773,0.230656717,,,,,,,
PENK,1.482898635,0.171111465,1.311905238,0.23093574,,,,,,,
SLC52A2,0.843883389,-0.073717562,-1.311466984,0.231075838,,,,,,,
FOXO3,1.111231612,0.045804587,1.311078228,0.231200174,,,,,,,
KRT32,0.730217248,-0.136547913,-1.310630872,0.231343324,,,,,,,
PIWIL2,1.315363881,0.119045912,1.31051021,0.231381948,,,,,,,
MSMO1,1.162767175,0.065492763,1.310408359,0.231414555,,,,,,,
PROCR,0.81332506,-0.089735846,-1.310176517,0.231488792,,,,,,,
CFP,0.956738823,-0.019206603,-1.309542646,0.231691868,,,,,,,
SLC1A1,0.926308166,-0.033244507,-1.309287223,0.231773743,,,,,,,
WDR11,0.894145294,-0.048591905,-1.308746431,0.231947174,,,,,,,
TBX18,1.126287839,0.051649395,1.306634089,0.232625681,,,,,,,
RNASET2,0.843712184,-0.073805679,-1.305888459,0.232865597,,,,,,,
CAMSAP1,0.955600658,-0.01972356,-1.30574784,0.232910867,,,,,,,
PRG2,0.648334681,-0.188200746,-1.305603596,0.232957312,,,,,,,
IGHM,0.552685091,-0.25752225,-1.304812906,0.233212047,,,,,,,
SUPT6H,0.936788108,-0.028358631,-1.30362655,0.233594708,,,,,,,
APOM,0.635380661,-0.196966008,-1.30322689,0.233723741,,,,,,,
HYCC1,0.867649192,-0.061655833,-1.302846468,0.233846621,,,,,,,
IGHV3-43,0.704482348,-0.152129884,-1.301677266,0.234224635,,,,,,,
IGKV3-20,0.612827097,-0.21266204,-1.301576752,0.234257157,,,,,,,
TMEM67,0.894356368,-0.048489396,-1.301120752,0.234404747,,,,,,,
MYO5C,0.807325739,-0.092951201,-1.300711879,0.234537153,,,,,,,
