Row,FC_ad_adnc,log10 LFC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,,
BTN1A1,1.240806821,0.093704172,0.361153018,0.721969696,,,,,,,,,,,,,,,,
BTN2A1,1.043291016,0.018405468,0.520241065,0.608904825,,,,,,,,,,,,,,,,
BTN3A2,0.431411008,-0.365108777,-0.253563185,0.802556549,,,,,,,,,,,,,,,,
BTNL10,1.438738746,0.15798194,1.754828734,0.095401469,,,,,,,,,,,,,,,,
C19orf12,0.542448226,-0.265641707,-0.673924214,0.508476124,,,,,,,,,,,,,,,,
C1GALT1C1,1.288725177,0.110160313,2.179719693,0.042063444,,,,,,,,,,,,,,,,
C1QA,1.018392494,0.00791519,0.890610345,0.3842774,,,,,,,,,,,,,,,,
C1QBP,0.56078362,-0.25120468,-1.803830975,0.087137512,,,,,,,,,,,,,,,,
C1QL2,0.717108754,-0.144414976,0.282433873,0.780664581,,,,,,,,,,,,,,,,
C1QTNF1,0.86874133,-0.061109517,-0.12193845,0.904228231,,,,,,,,,,,,,,,,
C1QTNF5,0.916088655,-0.038062495,-0.798852592,0.434248913,,,,,,,,,,,,,,,,
C1QTNF6,0.615611928,-0.210692974,-0.467605784,0.645385187,,,,,,,,,,,,,,,,
C1QTNF9,1.161748562,0.065112144,-0.294283136,0.771732504,,,,,,,,,,,,,,,,
C1R,1.152846471,0.061771474,0.974754768,0.341929805,,,,,,,,,,,,,,,,
C1RL,1.281910461,0.107857692,-0.362517908,0.720966231,,,,,,,,,,,,,,,,
C1S,0.839989563,-0.07572611,0.821953036,0.421299076,,,,,,,,,,,,,,,,
C2,0.968422681,-0.013935048,-0.115364295,0.909366901,,,,,,,,,,,,,,,,
C2CD2L,0.746941927,-0.126713162,-0.771948896,0.449640325,,,,,,,,,,,,,,,,
C2orf69,0.390399235,-0.408491042,-1.848399601,0.080170182,,,,,,,,,,,,,,,,
C3,1.27893103,0.106847125,1.001436313,0.329200093,,,,,,,,,,,,,,,,
C4BPB,1.784393043,0.251490521,0.043256919,0.965948102,,,,,,,,,,,,,,,,
C5,1.005422644,0.002348662,-0.293368752,0.77242063,,,,,,,,,,,,,,,,
C7,0.939194969,-0.027244243,0.693059156,0.496657632,,,,,,,,,,,,,,,,
C7orf50,0.322985519,-0.490816949,-1.04607564,0.308652532,,,,,,,,,,,,,,,,
C8B,0.639790356,-0.19396231,-0.332421781,0.743210301,,,,,,,,,,,,,,,,
C9,1.202014371,0.07990966,0.111536586,0.912360722,,,,,,,,,,,,,,,,
C9orf40,0.461644599,-0.335692241,-0.986074601,0.336488098,,,,,,,,,,,,,,,,
CA1,0.567125141,-0.2463211,-0.62896949,0.536858435,,,,,,,,,,,,,,,,
CA11,0.953190877,-0.020820123,0.890709334,0.384225619,,,,,,,,,,,,,,,,
CA12,0.76874429,-0.114218097,-1.580229062,0.130558568,,,,,,,,,,,,,,,,
CA13,0.783662546,-0.105870909,0.041132485,0.96761944,,,,,,,,,,,,,,,,
CA14,0.780192217,-0.107798387,-1.848948777,0.080087466,,,,,,,,,,,,,,,,
CA2,0.982143541,-0.007825035,-0.862561941,0.399135198,,,,,,,,,,,,,,,,
CA3,0.961169084,-0.017200207,-0.183633054,0.856246873,,,,,,,,,,,,,,,,
CA4,0.623760131,-0.204982388,0.199987772,0.84361508,,,,,,,,,,,,,,,,
CA5A,0.617641279,-0.209263686,-1.174530247,0.254693988,,,,,,,,,,,,,,,,
CA6,1.367401009,0.135895896,-0.140466894,0.889769577,,,,,,,,,,,,,,,,
CA7,1.079012391,0.033026432,0.52282358,0.607140656,,,,,,,,,,,,,,,,
CA8,0.856430788,-0.067307729,-1.152067273,0.263583851,,,,,,,,,,,,,,,,
CA9,0.529726203,-0.275948544,0.084186707,0.933788697,,,,,,,,,,,,,,,,
CABP2,0.348373561,-0.457954812,-1.547976234,0.138123606,,,,,,,,,,,,,,,,
CACNA1C,1.051945187,0.021993111,0.041082613,0.967658678,,,,,,,,,,,,,,,,
CACNA1H,0.439916431,-0.356629817,-2.386869035,0.027546521,,,,,,,,,,,,,,,,
CACNB1,0.287261143,-0.541723115,-2.172691902,0.042661214,,,,,,,,,,,,,,,,
CACNB3,0.276849054,-0.557756957,-1.66408403,0.11250157,,,,,,,,,,,,,,,,
CACYBP,0.939512193,-0.027097579,-0.379155486,0.708776519,,,,,,,,,,,,,,,,
CADPS,0.390055247,-0.408873875,-0.897086473,0.380899439,,,,,,,,,,,,,,,,
CALB1,1.20651037,0.081531059,0.849054187,0.406422153,,,,,,,,,,,,,,,,
CALB2,0.842829336,-0.074260357,-0.08179963,0.935661622,,,,,,,,,,,,,,,,
CALCA,0.258879799,-0.586901838,0.359066419,0.72350476,,,,,,,,,,,,,,,,
CALCB,1.047115549,0.019994608,0.556369334,0.584452284,,,,,,,,,,,,,,,,
CALCOCO1,0.435237676,-0.361273517,-1.121179865,0.276182461,,,,,,,,,,,,,,,,
CALCOCO2,0.620715113,-0.20710768,-0.919693508,0.369262536,,,,,,,,,,,,,,,,
CAMKK1,0.310526381,-0.507901497,-1.611303329,0.123601441,,,,,,,,,,,,,,,,
CAMLG,0.199506483,-0.700042987,-1.060491241,0.302216689,,,,,,,,,,,,,,,,
CAMSAP1,0.356922165,-0.447426481,-1.59723266,0.126712032,,,,,,,,,,,,,,,,
CANT1,1.003541158,0.001535189,0.335383216,0.741010818,,,,,,,,,,,,,,,,
CAPG,0.771367628,-0.112738591,-0.498114985,0.624119611,,,,,,,,,,,,,,,,
CAPN3,1.243352738,0.094594355,1.071315484,0.297448012,,,,,,,,,,,,,,,,
CAPS,0.976468781,-0.010341637,-0.681600217,0.503716057,,,,,,,,,,,,,,,,
CARHSP1,0.594611543,-0.225766664,-0.824499031,0.419886935,,,,,,,,,,,,,,,,
CASC3,0.369012968,-0.432958372,-0.325592825,0.748290838,,,,,,,,,,,,,,,,
CASP1,0.675954025,-0.170082841,-0.561310056,0.58114696,,,,,,,,,,,,,,,,
CASP10,0.85876891,-0.066123687,0.07013441,0.944819603,,,,,,,,,,,,,,,,
CASP2,0.804521005,-0.094462612,-0.923531704,0.367310786,,,,,,,,,,,,,,,,
CASP3,0.502165482,-0.299153143,-1.549112222,0.137851079,,,,,,,,,,,,,,,,
CASP4,1.145544427,0.059011937,-0.132818291,0.895733659,,,,,,,,,,,,,,,,
CASP7,0.514031863,-0.28900996,-0.756914316,0.458385355,,,,,,,,,,,,,,,,
CASP8,0.70887271,-0.149431743,-0.996327165,0.331611654,,,,,,,,,,,,,,,,
CASP9,0.83215796,-0.079794228,-1.093496959,0.287846204,,,,,,,,,,,,,,,,
CASQ2,1.031805457,0.01359782,0.099003922,0.922172245,,,,,,,,,,,,,,,,
CAT,0.78506507,-0.105094346,-0.587532955,0.563763853,,,,,,,,,,,,,,,,
CBLIF,1.636510766,0.213918867,-0.656823974,0.519171424,,,,,,,,,,,,,,,,
CBLN1,1.867716961,0.271311063,0.745355859,0.465178039,,,,,,,,,,,,,,,,
CBLN4,0.407166231,-0.390228248,-1.015750919,0.322508992,,,,,,,,,,,,,,,,
CBS,0.486622724,-0.312807614,-1.055541087,0.30441573,,,,,,,,,,,,,,,,
CBX2,0.519802706,-0.284161464,-0.954874264,0.35163334,,,,,,,,,,,,,,,,
CC2D1A,0.347048331,-0.459610039,-0.859229281,0.400925115,,,,,,,,,,,,,,,,
CCAR2,0.354556599,-0.450314427,-1.295050633,0.210818974,,,,,,,,,,,,,,,,
CCDC134,0.289042336,-0.539038542,-0.583470589,0.566438996,,,,,,,,,,,,,,,,
CCDC28A,0.961807701,-0.01691175,-0.991581774,0.333862547,,,,,,,,,,,,,,,,
CCDC50,0.393161542,-0.40542897,-0.778680831,0.445757957,,,,,,,,,,,,,,,,
CCDC80,0.588089972,-0.230556226,-0.331279615,0.744059204,,,,,,,,,,,,,,,,
CCER2,0.498230614,-0.302569591,-0.667496112,0.512481872,,,,,,,,,,,,,,,,
CCL11,1.983356169,0.297400711,0.373455751,0.712943627,,,,,,,,,,,,,,,,
CCL13,7.630385724,0.882546493,0.465982835,0.646525465,,,,,,,,,,,,,,,,
CCL14,1.058940902,0.024871724,0.031413485,0.975267431,,,,,,,,,,,,,,,,
CCL15,1.01243555,0.005367386,-0.519037912,0.609727565,,,,,,,,,,,,,,,,
CCL16,1.517359892,0.1810886,-0.267174229,0.792213503,,,,,,,,,,,,,,,,
CCL17,0.701878212,-0.153738239,-0.411476545,0.685327584,,,,,,,,,,,,,,,,
CCL18,0.856672649,-0.067185098,-0.833366528,0.414992067,,,,,,,,,,,,,,,,
CCL19,0.392800145,-0.40582836,-0.352842702,0.728090529,,,,,,,,,,,,,,,,
CCL2,1.362253008,0.134257776,1.040307973,0.311254751,,,,,,,,,,,,,,,,
CCL20,0.782333832,-0.106607888,0.348257526,0.73147574,,,,,,,,,,,,,,,,
CCL21,0.902790582,-0.04441298,-0.006351308,0.994998637,,,,,,,,,,,,,,,,
CCL22,0.738390712,-0.131713775,-0.429848643,0.672141342,,,,,,,,,,,,,,,,
CCL23,0.969267877,-0.01355618,-0.42792307,0.673518379,,,,,,,,,,,,,,,,
CCL24,1.642252008,0.215439801,-0.0685606,0.946055782,,,,,,,,,,,,,,,,
CCL25,0.683486339,-0.165270162,-0.186402682,0.854104811,,,,,,,,,,,,,,,,
CCL26,0.121981512,-0.913705987,-0.29270649,0.772919141,,,,,,,,,,,,,,,,
CCL27,1.941981434,0.288245074,-0.402906496,0.691514523,,,,,,,,,,,,,,,,
CCL28,0.632243841,-0.199115392,-0.186090025,0.854346566,,,,,,,,,,,,,,,,
CCL3,1.014604276,0.006296688,0.652807354,0.521701705,,,,,,,,,,,,,,,,
CCL4,1.172214591,0.069007123,0.264668231,0.794114911,,,,,,,,,,,,,,,,
CCL5,10.795205,1.033230894,-0.160773491,0.873968913,,,,,,,,,,,,,,,,
CCL7,0.606772818,-0.216973883,-0.146493883,0.885074692,,,,,,,,,,,,,,,,
CCL8,0.980489616,-0.008557001,-0.471192706,0.642868227,,,,,,,,,,,,,,,,
CCN1,0.152093126,-0.817890414,-0.508772831,0.616768629,,,,,,,,,,,,,,,,
CCN2,1.097335943,0.040339605,0.856488688,0.402400939,,,,,,,,,,,,,,,,
CCN3,1.108498841,0.044735243,0.935528703,0.361255091,,,,,,,,,,,,,,,,
CCN4,0.640728875,-0.193325704,0.26780146,0.791737804,,,,,,,,,,,,,,,,
CCN5,0.965350972,-0.015314762,-0.138735881,0.891118777,,,,,,,,,,,,,,,,
CCND2,0.335489112,-0.47432157,-0.527649336,0.603850711,,,,,,,,,,,,,,,,
CCNE1,0.278760166,-0.554769285,-1.547028305,0.138351359,,,,,,,,,,,,,,,,
CCS,0.683972106,-0.164961609,-0.817791988,0.423613483,,,,,,,,,,,,,,,,
CCT5,0.632132278,-0.199192033,-1.720126179,0.101656417,,,,,,,,,,,,,,,,
CD101,0.747271836,-0.126521385,-0.678008724,0.505940056,,,,,,,,,,,,,,,,
CD109,0.954737491,-0.020116023,0.495977682,0.625598676,,,,,,,,,,,,,,,,
CD14,0.475165948,-0.32315469,-0.069756884,0.945116125,,,,,,,,,,,,,,,,
CD160,1.042020738,0.017876362,-0.345039717,0.733854815,,,,,,,,,,,,,,,,
CD163,0.600430798,-0.221537039,-0.12074776,0.905158616,,,,,,,,,,,,,,,,
CD164,0.978623133,-0.009384522,-0.321251977,0.751526467,,,,,,,,,,,,,,,,
CD164L2,0.470785642,-0.327176791,-1.278678838,0.21640879,,,,,,,,,,,,,,,,
CD177,1.18512161,0.073762917,0.963728815,0.347288428,,,,,,,,,,,,,,,,
CD1C,0.533016018,-0.27325974,-0.852516409,0.404546272,,,,,,,,,,,,,,,,
CD2,1.163483503,0.06576023,1.146850983,0.265680959,,,,,,,,,,,,,,,,
CD200,0.840605037,-0.075408012,-0.147786392,0.884068418,,,,,,,,,,,,,,,,
CD200R1,0.442602005,-0.353986623,-0.93643889,0.360798434,,,,,,,,,,,,,,,,
CD207,1.620222385,0.209574628,1.150610398,0.264168314,,,,,,,,,,,,,,,,
CD209,0.629763765,-0.200822331,-0.54713837,0.590652973,,,,,,,,,,,,,,,,
CD22,0.721294002,-0.141887679,-0.561558433,0.580981046,,,,,,,,,,,,,,,,
CD226,1.640771199,0.215048024,0.045274434,0.964361028,,,,,,,,,,,,,,,,
CD244,0.747890705,-0.126161864,-0.012289987,0.990322388,,,,,,,,,,,,,,,,
CD248,0.827789646,-0.08208001,-0.036348391,0.971383743,,,,,,,,,,,,,,,,
CD27,1.004241811,0.001838299,0.068252683,0.946297658,,,,,,,,,,,,,,,,
CD274,0.640071388,-0.193771586,-0.137389814,0.892168175,,,,,,,,,,,,,,,,
CD276,0.693979361,-0.158653445,0.273033879,0.787772764,,,,,,,,,,,,,,,,
CD28,0.854104318,-0.068489083,-0.892981124,0.383038505,,,,,,,,,,,,,,,,
CD2AP,0.509430364,-0.292915173,-1.046825266,0.308315465,,,,,,,,,,,,,,,,
CD300A,1.007737007,0.003347208,0.011884914,0.990641342,,,,,,,,,,,,,,,,
CD300C,0.792025028,-0.101261094,-0.093989789,0.926101369,,,,,,,,,,,,,,,,
CD300E,0.386012619,-0.413398498,-1.151417689,0.263844329,,,,,,,,,,,,,,,,
CD300LF,0.815796477,-0.088418174,-0.439246997,0.665437413,,,,,,,,,,,,,,,,
CD300LG,0.676799335,-0.169540077,-1.012499285,0.324020438,,,,,,,,,,,,,,,,
CD302,0.738227006,-0.131810071,0.086011506,0.932357207,,,,,,,,,,,,,,,,
CD33,1.284984528,0.108897898,0.242765767,0.810788294,,,,,,,,,,,,,,,,
CD34,0.619996425,-0.207610815,-0.756019367,0.458909144,,,,,,,,,,,,,,,,
CD36,0.936995494,-0.028262498,-0.174431558,0.863371546,,,,,,,,,,,,,,,,
CD38,0.708555413,-0.14962618,-0.265801785,0.79325467,,,,,,,,,,,,,,,,
CD3D,0.637203531,-0.195721826,-1.812651417,0.085718106,,,,,,,,,,,,,,,,
CD3E,0.6008356,-0.221244343,-1.11105439,0.280407675,,,,,,,,,,,,,,,,
CD3G,0.808682253,-0.092222087,-0.881775312,0.38891761,,,,,,,,,,,,,,,,
CD4,0.467040792,-0.330645185,-0.64626099,0.525840254,,,,,,,,,,,,,,,,
CD40,0.639421962,-0.194212451,-0.383160428,0.705854098,,,,,,,,,,,,,,,,
CD40LG,6.053845897,0.782031362,0.31588325,0.755534799,,,,,,,,,,,,,,,,
CD46,0.62037977,-0.207342372,-1.291451767,0.212037964,,,,,,,,,,,,,,,,
CD48,0.522215347,-0.282150369,-0.466127761,0.646423604,,,,,,,,,,,,,,,,
CD5,0.39570165,-0.402632139,-0.831154979,0.416209422,,,,,,,,,,,,,,,,
CD55,0.605458075,-0.217915924,-0.500164253,0.622703003,,,,,,,,,,,,,,,,
CD58,0.829493327,-0.081187103,0.035693041,0.971899452,,,,,,,,,,,,,,,,
CD59,1.041064363,0.01747758,1.164919343,0.258469631,,,,,,,,,,,,,,,,
CD5L,0.949044272,-0.022713527,-0.691408351,0.497670964,,,,,,,,,,,,,,,,
CD6,0.594391076,-0.225927719,-0.177579287,0.860932891,,,,,,,,,,,,,,,,
CD63,1.020448812,0.008791224,-0.466744276,0.645990367,,,,,,,,,,,,,,,,
CD69,1.072044305,0.030212734,0.115913311,0.908937604,,,,,,,,,,,,,,,,
CD7,0.585378297,-0.232563383,-1.202622952,0.243895634,,,,,,,,,,,,,,,,
CD70,1.197659364,0.078333314,-0.582196738,0.567279204,,,,,,,,,,,,,,,,
CD72,0.556734494,-0.25435187,-0.471143901,0.642902444,,,,,,,,,,,,,,,,
CD74,1.015587731,0.006717446,0.105235365,0.917292096,,,,,,,,,,,,,,,,
CD79B,0.45941834,-0.337791671,-0.9469445,0.355555913,,,,,,,,,,,,,,,,
CD80,0.590925038,-0.228467608,-0.506400061,0.618401638,,,,,,,,,,,,,,,,
CD82,0.921182111,-0.035654504,0.114232185,0.910252231,,,,,,,,,,,,,,,,
CD83,0.628387621,-0.201772379,0.092328188,0.927403852,,,,,,,,,,,,,,,,
CD84,0.95562459,-0.019712683,-0.129197036,0.898559618,,,,,,,,,,,,,,,,
CD86,0.610861084,-0.214057541,-0.670862315,0.510381967,,,,,,,,,,,,,,,,
CD8A,0.364394039,-0.438428736,-0.653594348,0.521205397,,,,,,,,,,,,,,,,
CD93,0.536957006,-0.270060487,-0.829899539,0.416901496,,,,,,,,,,,,,,,,
CD99,1.122913234,0.0503462,1.055566517,0.304404404,,,,,,,,,,,,,,,,
CD99L2,1.039334835,0.016755484,0.481478831,0.635675014,,,,,,,,,,,,,,,,
CDA,0.904963422,-0.043368974,-0.473763761,0.641066825,,,,,,,,,,,,,,,,
CDAN1,0.678977114,-0.168144864,-2.025811924,0.057060542,,,,,,,,,,,,,,,,
CDC123,1.047332089,0.02008441,-0.392924275,0.698749081,,,,,,,,,,,,,,,,
CDC25A,1.301059768,0.114297248,0.53723312,0.597342779,,,,,,,,,,,,,,,,
CDC26,0.412646856,-0.38442146,-1.017295059,0.321792977,,,,,,,,,,,,,,,,
CDC27,0.539872036,-0.267709168,-0.971265041,0.343619603,,,,,,,,,,,,,,,,
CDC37,0.508808655,-0.293445509,-1.042031762,0.310475389,,,,,,,,,,,,,,,,
CDC42BPB,0.47365353,-0.324539221,-1.126956656,0.273792999,,,,,,,,,,,,,,,,
CDCP1,0.96939453,-0.013499435,-0.547355971,0.590506429,,,,,,,,,,,,,,,,
CDH1,0.452862442,-0.344033696,-1.325421448,0.200749092,,,,,,,,,,,,,,,,
CDH15,0.622782694,-0.205663464,0.219409984,0.828670611,,,,,,,,,,,,,,,,
CDH17,1.214160056,0.084275941,-0.441603766,0.663760803,,,,,,,,,,,,,,,,
CDH2,1.04451475,0.018914577,0.02370597,0.981334347,,,,,,,,,,,,,,,,
CDH22,0.606764728,-0.216979673,0.313296529,0.757468615,,,,,,,,,,,,,,,,
CDH23,0.694608864,-0.158259679,0.051488575,0.959473675,,,,,,,,,,,,,,,,
CDH3,0.956619336,-0.019260845,-1.151032423,0.263998909,,,,,,,,,,,,,,,,
CDH4,0.370381811,-0.43135035,-3.181205408,0.004916949,,,,,,,,,,,,,,,,
CDH5,0.85864768,-0.066184999,-0.539427671,0.595857416,,,,,,,,,,,,,,,,
CDH6,0.876481502,-0.057257245,-0.220842144,0.827571206,,,,,,,,,,,,,,,,
CDHR2,0.73313238,-0.134817599,-1.105999557,0.282534654,,,,,,,,,,,,,,,,
CDHR5,1.09613665,0.039864699,-0.358438888,0.723966656,,,,,,,,,,,,,,,,
CDK1,0.89491816,-0.048216679,-0.520250658,0.608898267,,,,,,,,,,,,,,,,
CDK5RAP3,0.289040878,-0.539040733,-0.891771727,0.383670168,,,,,,,,,,,,,,,,
CDKL5,0.587586363,-0.230928292,-1.192395743,0.247785928,,,,,,,,,,,,,,,,
CDKN1A,0.523750217,-0.280875784,-0.740114754,0.468277966,,,,,,,,,,,,,,,,
CDKN2D,1.546307644,0.189295903,-1.135946428,0.270104965,,,,,,,,,,,,,,,,
CDNF,0.394182651,-0.404302494,-0.911616687,0.373392373,,,,,,,,,,,,,,,,
CDON,0.233248149,-0.632181794,-0.710249841,0.486176217,,,,,,,,,,,,,,,,
CDSN,1.224233958,0.087864422,0.324766043,0.748906747,,,,,,,,,,,,,,,,
CEACAM1,0.740641198,-0.130392134,-0.073372541,0.942276606,,,,,,,,,,,,,,,,
CEACAM16,1.205344435,0.081111167,0.450903397,0.657162831,,,,,,,,,,,,,,,,
CEACAM18,0.696924863,-0.156814042,-0.710632145,0.485944597,,,,,,,,,,,,,,,,
CEACAM19,0.939564862,-0.027073233,-0.272211845,0.788395297,,,,,,,,,,,,,,,,
CEACAM20,0.642702891,-0.191989747,-0.212356925,0.834090184,,,,,,,,,,,,,,,,
CEACAM21,1.696844859,0.229642137,0.220945011,0.827492253,,,,,,,,,,,,,,,,
CEACAM3,0.571245086,-0.243177523,-0.661375491,0.516312476,,,,,,,,,,,,,,,,
CEACAM5,9.363721417,0.971448484,0.89333357,0.382854554,,,,,,,,,,,,,,,,
CEACAM6,1.093589457,0.038854315,-0.227239125,0.822665013,,,,,,,,,,,,,,,,
CEACAM8,0.556833626,-0.254274547,-0.139188477,0.890765977,,,,,,,,,,,,,,,,
CEBPA,0.707363935,-0.150357087,-0.318064199,0.753905621,,,,,,,,,,,,,,,,
CEBPB,0.681387252,-0.166605996,-0.534063579,0.599491263,,,,,,,,,,,,,,,,
CELA2A,1.976192785,0.295829309,0.858104003,0.401530658,,,,,,,,,,,,,,,,
CELA3A,6.74935927,0.829262546,0.464844833,0.647325556,,,,,,,,,,,,,,,,
CELSR2,0.993316317,-0.00291243,0.357807247,0.724431687,,,,,,,,,,,,,,,,
CEMIP2,0.835219354,-0.078199451,-1.490431003,0.1525258,,,,,,,,,,,,,,,,
CEND1,0.688204376,-0.16228257,-1.551395197,0.137304742,,,,,,,,,,,,,,,,
CENPF,0.506107366,-0.295757342,-1.527702996,0.143063054,,,,,,,,,,,,,,,,
CENPJ,0.579090539,-0.23725353,1.045509975,0.308907056,,,,,,,,,,,,,,,,
CEP112,0.406157743,-0.391305262,-1.415957013,0.172973101,,,,,,,,,,,,,,,,
CEP152,1.214123834,0.084262985,-0.000269022,0.999788156,,,,,,,,,,,,,,,,
CEP164,0.373054132,-0.428228145,-2.016564478,0.058099154,,,,,,,,,,,,,,,,
CEP170,0.64531369,-0.190229122,-0.606978999,0.551050068,,,,,,,,,,,,,,,,
CEP20,0.462334636,-0.33504357,-1.183878208,0.251061549,,,,,,,,,,,,,,,,
CEP290,0.606241336,-0.217354455,-0.579653323,0.56895872,,,,,,,,,,,,,,,,
CEP350,0.737218847,-0.13240357,0.579715006,0.568917957,,,,,,,,,,,,,,,,
CEP43,0.777737947,-0.109166711,-0.732166299,0.473002708,,,,,,,,,,,,,,,,
CEP85,0.87043038,-0.06026596,0.166914094,0.869201236,,,,,,,,,,,,,,,,
CERT1,0.496755202,-0.303857576,-1.186666276,0.249985754,,,,,,,,,,,,,,,,
CES1,0.368297428,-0.433801314,-1.174740837,0.254611725,,,,,,,,,,,,,,,,
CES2,0.374991707,-0.425978337,-0.814410411,0.425500251,,,,,,,,,,,,,,,,
CES3,1.05984693,0.025243146,-0.72633271,0.476488296,,,,,,,,,,,,,,,,
CETN2,0.402676691,-0.395043508,-1.457461347,0.161319611,,,,,,,,,,,,,,,,
CETN3,0.335518568,-0.474283441,-1.542336007,0.139483358,,,,,,,,,,,,,,,,
CFB,1.086545668,0.036047985,0.150117611,0.882253977,,,,,,,,,,,,,,,,
CFC1,1.326545702,0.122722217,0.659405717,0.517548669,,,,,,,,,,,,,,,,
CFD,1.080073465,0.033453297,0.060698593,0.952233184,,,,,,,,,,,,,,,,
CFH,0.77780618,-0.10912861,0.04982763,0.960779837,,,,,,,,,,,,,,,,
CFHR2,0.882374585,-0.054347009,-0.402763685,0.691617813,,,,,,,,,,,,,,,,
CFHR4,1.277458232,0.106346709,-0.493277731,0.627469438,,,,,,,,,,,,,,,,
CFHR5,0.685706057,-0.163862014,-0.183747091,0.856158653,,,,,,,,,,,,,,,,
CFI,0.814723277,-0.088989875,-0.331009356,0.744260121,,,,,,,,,,,,,,,,
CFP,1.01197161,0.005168329,-0.208834217,0.836800245,,,,,,,,,,,,,,,,
CGB3_CGB5_CGB8,0.78414865,-0.105601601,-0.470626345,0.643265352,,,,,,,,,,,,,,,,
CGN,0.470692336,-0.327262873,-1.006066163,0.327025392,,,,,,,,,,,,,,,,
CGREF1,1.05995311,0.025286654,0.735119435,0.471243995,,,,,,,,,,,,,,,,
CHAC2,0.686175256,-0.163564947,-1.314565723,0.204304082,,,,,,,,,,,,,,,,
CHAD,1.156002661,0.062958834,0.287510926,0.776833542,,,,,,,,,,,,,,,,
CHCHD10,0.575094728,-0.240260614,-1.360019237,0.189744013,,,,,,,,,,,,,,,,
CHCHD6,0.573607849,-0.241384915,-1.083674091,0.292070084,,,,,,,,,,,,,,,,
CHEK2,1.504899624,0.177507534,0.153386864,0.879710569,,,,,,,,,,,,,,,,
CHGA,1.067223316,0.028255305,1.271504448,0.21889438,,,,,,,,,,,,,,,,
CHGB,0.951786622,-0.021460404,-0.609534898,0.549390416,,,,,,,,,,,,,,,,
CHI3L1,1.041595962,0.017699288,0.752317064,0.461079849,,,,,,,,,,,,,,,,
CHIT1,1.526647093,0.183738655,0.695305385,0.495280716,,,,,,,,,,,,,,,,
CHL1,0.677852033,-0.168865097,-0.094222823,0.925918718,,,,,,,,,,,,,,,,
CHM,0.503383843,-0.298100728,-1.418216512,0.17232162,,,,,,,,,,,,,,,,
CHMP1A,0.584516721,-0.233203061,-0.866717102,0.396910821,,,,,,,,,,,,,,,,
CHMP6,0.671788118,-0.172767682,-0.866129257,0.39722502,,,,,,,,,,,,,,,,
CHP1,1.248706783,0.096460471,1.396221149,0.17874842,,,,,,,,,,,,,,,,
CHRDL1,1.122832105,0.050314822,0.704268668,0.489808303,,,,,,,,,,,,,,,,
CHRDL2,0.365200143,-0.437469061,-0.404075508,0.690669259,,,,,,,,,,,,,,,,
CHRM1,0.739528298,-0.131045203,-0.547571523,0.590361282,,,,,,,,,,,,,,,,
CIAPIN1,0.730164555,-0.136579253,-0.945132774,0.35645628,,,,,,,,,,,,,,,,
CILP,1.376588218,0.138804048,-0.183059443,0.856690654,,,,,,,,,,,,,,,,
CINP,0.703440471,-0.152772649,-1.796821202,0.088280109,,,,,,,,,,,,,,,,
CIRBP,0.765745628,-0.115915474,-1.09712914,0.286295673,,,,,,,,,,,,,,,,
CIT,0.471072272,-0.326912458,-2.271827286,0.034906596,,,,,,,,,,,,,,,,
CKAP4,0.393341138,-0.405230631,-0.723611309,0.478119531,,,,,,,,,,,,,,,,
CKB,1.093511047,0.038823175,1.236124982,0.231476522,,,,,,,,,,,,,,,,
CKMT1A_CKMT1B,0.53033266,-0.275451626,-1.932114263,0.068395801,,,,,,,,,,,,,,,,
CLASP1,0.336174678,-0.473435002,-1.740386089,0.097963111,,,,,,,,,,,,,,,,
CLC,2.483822991,0.395120643,-0.354837325,0.726619692,,,,,,,,,,,,,,,,
CLEC10A,0.576396194,-0.239278896,-0.283743599,0.779675733,,,,,,,,,,,,,,,,
CLEC11A,0.55907047,-0.252533446,0.067860481,0.946605749,,,,,,,,,,,,,,,,
CLEC12A,0.840627017,-0.075396656,-0.381419861,0.707123623,,,,,,,,,,,,,,,,
CLEC14A,0.703540686,-0.152710782,-0.191764947,0.849960889,,,,,,,,,,,,,,,,
CLEC1A,0.432059512,-0.364456429,-0.477552805,0.638416204,,,,,,,,,,,,,,,,
CLEC1B,6.910177588,0.839489209,-0.112033112,0.91197229,,,,,,,,,,,,,,,,
CLEC2L,0.532411825,-0.273752307,-1.350310926,0.192782572,,,,,,,,,,,,,,,,
CLEC3B,0.925479574,-0.033633162,0.003212848,0.997470016,,,,,,,,,,,,,,,,
CLEC4A,0.664284669,-0.17764577,-0.162175054,0.872880271,,,,,,,,,,,,,,,,
CLEC4C,1.032358404,0.013830498,-1.689921743,0.107384558,,,,,,,,,,,,,,,,
CLEC4D,0.818195785,-0.087142762,-0.578255567,0.569882804,,,,,,,,,,,,,,,,
CLEC4G,0.887971441,-0.051601002,-0.156774651,0.87707636,,,,,,,,,,,,,,,,
CLEC4M,0.722932116,-0.140902481,-0.494770168,0.626435026,,,,,,,,,,,,,,,,
CLEC5A,0.726218081,-0.138932943,-0.33062968,0.744542412,,,,,,,,,,,,,,,,
CLEC6A,0.467660417,-0.330069387,-1.216768455,0.2385915,,,,,,,,,,,,,,,,
CLEC7A,0.970651364,-0.012936731,0.060045833,0.952746222,,,,,,,,,,,,,,,,
CLGN,0.526177069,-0.278868083,-0.270332491,0.789819096,,,,,,,,,,,,,,,,
