,FC_ad_adnc,LOG10 FC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,
AMN1,0.715304394,-0.145509107,-2.471593385,0.029407539,,,,,,,,,,,,,,,
RASL10A,1.118597035,0.048673664,1.195130404,0.255121589,,,,,,,,,,,,,,,
ELP5,1.187112283,0.074491799,1.94159767,0.076032322,,,,,,,,,,,,,,,
HMCN1,1.082526385,0.03443849,1.705003704,0.113921692,,,,,,,,,,,,,,,
ANAPC4,0.742334588,-0.129400303,-2.270040678,0.042434876,,,,,,,,,,,,,,,
PTK2,0.947155529,-0.023578701,-0.958237672,0.356851799,,,,,,,,,,,,,,,
NOA1,0.961165049,-0.01720203,-1.329122231,0.208525199,,,,,,,,,,,,,,,
LARP7,0.837671943,-0.076926031,-1.513550111,0.156024308,,,,,,,,,,,,,,,
ADCY3,0.530919317,-0.274971473,-2.292981841,0.040711349,,,,,,,,,,,,,,,
CMYA5,0.886290273,-0.052424017,-1.606102931,0.134229441,,,,,,,,,,,,,,,
ITPR1,0.925622935,-0.033565893,-1.062432498,0.308953349,,,,,,,,,,,,,,,
EIF4ENIF1,1.069538829,0.029196556,1.050617535,0.314132421,,,,,,,,,,,,,,,
RASA4B,1.141809192,0.057593535,1.388893861,0.190102877,,,,,,,,,,,,,,,
CLCN6,0.989023824,-0.004793247,-1.31637043,0.212639135,,,,,,,,,,,,,,,
AVL9,0.97899226,-0.009220742,-1.377350565,0.193551712,,,,,,,,,,,,,,,
ABCC6,1.199824605,0.079117764,2.063247171,0.06141728,,,,,,,,,,,,,,,
YPEL5,0.860566552,-0.065215538,-2.713730564,0.018824981,,,,,,,,,,,,,,,
GPATCH8,1.174963956,0.070024544,1.450890104,0.172444719,,,,,,,,,,,,,,,
MYL9,1.035630898,0.015204999,0.341574255,0.738578285,,,,,,,,,,,,,,,
KBTBD3,1.468845403,0.166976088,1.483138149,0.163819613,,,,,,,,,,,,,,,
AKAP12,1.162981251,0.065572713,0.939830329,0.365838357,,,,,,,,,,,,,,,
CRISP3,0.608886901,-0.215463369,-2.019767906,0.0663119,,,,,,,,,,,,,,,
STX4,1.074467449,0.031193263,1.700830333,0.114720369,,,,,,,,,,,,,,,
DNMT1,0.914099414,-0.039006569,-2.579855744,0.024104156,,,,,,,,,,,,,,,
UTP6,0.620167048,-0.207491313,-2.110510688,0.056480277,,,,,,,,,,,,,,,
NRDE2,0.914330567,-0.038896761,-2.161216465,0.051598991,,,,,,,,,,,,,,,
OSBPL2,0.919022869,-0.036673681,-1.382959725,0.191869415,,,,,,,,,,,,,,,
DCDC2,0.875528112,-0.057729905,-1.128036835,0.281353343,,,,,,,,,,,,,,,
RBM45,0.798287919,-0.097840443,-3.013968196,0.010783117,,,,,,,,,,,,,,,
MAFF,1.281930675,0.10786454,1.672298652,0.120314803,,,,,,,,,,,,,,,
FBLL1,0.505761668,-0.296054089,-2.699686139,0.019320584,,,,,,,,,,,,,,,
CLDN5,0.738246929,-0.131798351,-1.438566452,0.175840618,,,,,,,,,,,,,,,
TSTD1,0.844046738,-0.073633504,-1.38211284,0.192122633,,,,,,,,,,,,,,,
SMN1,1.190451577,0.075711734,1.440935007,0.175183604,,,,,,,,,,,,,,,
AEBP1,0.812571512,-0.090138408,-1.060775899,0.309675656,,,,,,,,,,,,,,,
TMEM68,0.952429302,-0.021167252,-0.996523697,0.338666471,,,,,,,,,,,,,,,
SYTL4,1.165664056,0.066573405,1.284349812,0.223261225,,,,,,,,,,,,,,,
NAT1,1.249045281,0.096578183,1.303000129,0.217023383,,,,,,,,,,,,,,,
EIF2B1,0.922496868,-0.0350351,-0.888404199,0.391783498,,,,,,,,,,,,,,,
DPP8,0.688175304,-0.162300916,-2.507520503,0.027532828,,,,,,,,,,,,,,,
CDC16,0.892541013,-0.049371818,-1.522386864,0.153819572,,,,,,,,,,,,,,,
DDX55,0.178174357,-0.7491548,-1.986102805,0.07034793,,,,,,,,,,,,,,,
INTS1,0.773664454,-0.111447356,-2.231112449,0.045519562,,,,,,,,,,,,,,,
SERPINA2,0.270433904,-0.567938863,-1.992388926,0.069577444,,,,,,,,,,,,,,,
GNPNAT1,0.898270047,-0.046593082,-2.167600258,0.051013395,,,,,,,,,,,,,,,
DAGLB,1.140304007,0.057020651,0.904094977,0.383736377,,,,,,,,,,,,,,,
TSR1,0.720637419,-0.142283191,-2.511389958,0.027337975,,,,,,,,,,,,,,,
NME5,0.794376098,-0.099973832,-1.519491363,0.15453903,,,,,,,,,,,,,,,
RSPH9,0.97498585,-0.011001687,-0.269352369,0.792234083,,,,,,,,,,,,,,,
ANKIB1,0.86582334,-0.062570711,-2.951838445,0.012102809,,,,,,,,,,,,,,,
CALCOCO1,1.054461138,0.023030578,0.800663845,0.438891256,,,,,,,,,,,,,,,
CARMIL1,0.901864571,-0.044858674,-2.147275596,0.052899912,,,,,,,,,,,,,,,
SMTN,1.032045519,0.013698852,0.363868354,0.722286526,,,,,,,,,,,,,,,
MYH11,1.013629589,0.005879279,0.296511861,0.771908521,,,,,,,,,,,,,,,
FAM118A,0.853812854,-0.068637311,-1.628014916,0.129474924,,,,,,,,,,,,,,,
ABCB9,0.65949229,-0.180790277,-1.245823063,0.236604663,,,,,,,,,,,,,,,
FAM98C,0.885946689,-0.05259241,-1.303239041,0.216944402,,,,,,,,,,,,,,,
LRP2,1.223076923,0.087453772,1.489859518,0.162068791,,,,,,,,,,,,,,,
KIF16B,0.594352044,-0.225956239,-2.014296574,0.066952887,,,,,,,,,,,,,,,
TTC27,0.873924595,-0.058526038,-1.877649872,0.084941108,,,,,,,,,,,,,,,
CHP1,0.904333602,-0.043671332,-2.427383009,0.031884602,,,,,,,,,,,,,,,
CCDC8,0.850041304,-0.070559971,-2.846996683,0.014704518,,,,,,,,,,,,,,,
DVL1,0.966395112,-0.014845275,-2.342568947,0.037211629,,,,,,,,,,,,,,,
HLA-C,2.269496021,0.355929426,1.433400976,0.177280662,,,,,,,,,,,,,,,
SLC2A8,0.827036199,-0.082475481,-2.273206929,0.04219293,,,,,,,,,,,,,,,
DHX58,0.880493531,-0.055273831,-1.858583892,0.08777605,,,,,,,,,,,,,,,
XPO5,0.884710154,-0.053198988,-1.861468802,0.087341633,,,,,,,,,,,,,,,
TBC1D7,1.149200907,0.06039596,1.380677684,0.192552375,,,,,,,,,,,,,,,
NELFCD,0.92128149,-0.035607654,-1.960645358,0.073549544,,,,,,,,,,,,,,,
ARSL,0.914002205,-0.039052757,-1.104326409,0.291103304,,,,,,,,,,,,,,,
FABP1,0.430601298,-0.365924666,-1.49847668,0.159847471,,,,,,,,,,,,,,,
SH3GLB1,1.060877395,0.025665196,1.419846161,0.181106671,,,,,,,,,,,,,,,
COL15A1,1.236026354,0.092027731,1.003582802,0.335387968,,,,,,,,,,,,,,,
TTC7B,0.984105385,-0.006958392,-1.097896358,0.29379115,,,,,,,,,,,,,,,
PIK3CB,0.850628427,-0.070260108,-2.242048465,0.044632106,,,,,,,,,,,,,,,
C4orf3,1.073833432,0.030936921,0.744645118,0.470818529,,,,,,,,,,,,,,,
H2AZ1,1.131283016,0.053571267,1.254214677,0.233645227,,,,,,,,,,,,,,,
C9orf40,0.868856675,-0.061051858,-2.006679627,0.067854817,,,,,,,,,,,,,,,
ZNF830,1.208006279,0.082069192,1.390984352,0.189483784,,,,,,,,,,,,,,,
CGGBP1,1.048824165,0.020702685,0.820048326,0.428177165,,,,,,,,,,,,,,,
GTF2H1,0.935965031,-0.028740377,-1.556368121,0.145588787,,,,,,,,,,,,,,,
LGMN,0.606643894,-0.217066169,-1.900985546,0.081585031,,,,,,,,,,,,,,,
IFT25,0.83279399,-0.079462418,-2.114952575,0.05603592,,,,,,,,,,,,,,,
TLCD2,1.248142645,0.096264222,2.886923399,0.013653919,,,,,,,,,,,,,,,
GPT2,0.916887609,-0.037683896,-1.655628988,0.123693711,,,,,,,,,,,,,,,
DYNC2LI1,0.916022912,-0.038093663,-1.114984511,0.286689251,,,,,,,,,,,,,,,
SNX15,1.176621738,0.070636868,0.454173073,0.657809629,,,,,,,,,,,,,,,
QSOX1,0.793155064,-0.100641899,-1.735829469,0.108173912,,,,,,,,,,,,,,,
RBM4,1.084611311,0.035274129,0.375058764,0.714161655,,,,,,,,,,,,,,,
MTREX,0.876138729,-0.057427121,-2.453116475,0.030419267,,,,,,,,,,,,,,,
TMEM231,0.990264846,-0.004248638,-0.671370956,0.514700714,,,,,,,,,,,,,,,
IFT52,0.793615765,-0.100389713,-2.660815577,0.020760112,,,,,,,,,,,,,,,
ZNF687,0.874674864,-0.058153354,-2.888838931,0.013605434,,,,,,,,,,,,,,,
FETUB,0.814613957,-0.089048153,-1.208945562,0.24996556,,,,,,,,,,,,,,,
THSD7A,0.841874813,-0.074752483,-1.839240704,0.090739875,,,,,,,,,,,,,,,
CTC1,0.95467271,-0.020145492,-0.382122251,0.709051863,,,,,,,,,,,,,,,
SLC25A25,1.099561436,0.0412195,1.844061224,0.089992882,,,,,,,,,,,,,,,
NDC1,0.773124277,-0.111750689,-2.074294001,0.060228497,,,,,,,,,,,,,,,
FILIP1L,0.919817,-0.036298568,-0.321037503,0.753704268,,,,,,,,,,,,,,,
EXOSC9,0.760307432,-0.119010764,-1.911337002,0.080135493,,,,,,,,,,,,,,,
THAP11,1.083886481,0.0349838,0.664801238,0.518749795,,,,,,,,,,,,,,,
P2RX7,1.450692569,0.161575386,1.00318156,0.335573699,,,,,,,,,,,,,,,
WDR54,0.919912563,-0.03625345,-1.310653734,0.21450479,,,,,,,,,,,,,,,
RANGAP1,1.059184004,0.024971414,0.494057487,0.630185173,,,,,,,,,,,,,,,
TMSB4X,1.140024543,0.056914201,1.110874426,0.288385367,,,,,,,,,,,,,,,
PIGN,0.897754816,-0.046842257,-2.102673585,0.057272353,,,,,,,,,,,,,,,
URGCP,0.927457357,-0.032706049,-1.706945067,0.113551849,,,,,,,,,,,,,,,
PSKH1,0.842816275,-0.074267087,-1.232062729,0.241522086,,,,,,,,,,,,,,,
CARMIL3,1.094201183,0.03909718,1.437966504,0.176007367,,,,,,,,,,,,,,,
ZMYND10,0.870366977,-0.060297595,-1.51163693,0.156505185,,,,,,,,,,,,,,,
INCENP,1.42081448,0.152537374,1.249188242,0.235414305,,,,,,,,,,,,,,,
PPP2R5C,0.905530466,-0.043096934,-1.508516246,0.157292289,,,,,,,,,,,,,,,
MUSTN1,0.89177885,-0.049742832,-0.176593835,0.862772801,,,,,,,,,,,,,,,
CLTRN,0.943570733,-0.025225538,-0.688089107,0.504480997,,,,,,,,,,,,,,,
DOK3,0.797383651,-0.098332673,-1.696031136,0.115644952,,,,,,,,,,,,,,,
EIF2B5,0.878429587,-0.056293045,-2.140704497,0.053523763,,,,,,,,,,,,,,,
SLC27A4,1.087159445,0.036293243,1.17181757,0.264010968,,,,,,,,,,,,,,,
ISG20,0.932612842,-0.030298609,-1.075560465,0.303273748,,,,,,,,,,,,,,,
AGO2,0.943094663,-0.025444713,-1.278071225,0.22539348,,,,,,,,,,,,,,,
CCN1,0.794176539,-0.100082947,-0.251079193,0.806000682,,,,,,,,,,,,,,,
NEMF,0.911533065,-0.040227573,-1.428021499,0.178790885,,,,,,,,,,,,,,,
CSRP2,1.012873778,0.005555328,0.29631776,0.772053177,,,,,,,,,,,,,,,
IGHV3-9,0.548208635,-0.261054128,-1.901295642,0.081541261,,,,,,,,,,,,,,,
IGLC2,0.652978512,-0.18510111,-1.430946908,0.177968278,,,,,,,,,,,,,,,
UBE3B,0.984495237,-0.006786381,-0.61577238,0.549546228,,,,,,,,,,,,,,,
ANKRD11,3.651387214,0.56245789,1.000655746,0.33674459,,,,,,,,,,,,,,,
SLC23A2,0.692764981,-0.159414074,-2.019665532,0.066323841,,,,,,,,,,,,,,,
IGHV1-46,1.199874468,0.079135812,1.572380384,0.14184395,,,,,,,,,,,,,,,
MINPP1,0.805263099,-0.094062202,-3.015426654,0.01075393,,,,,,,,,,,,,,,
RGR,0.721796289,-0.141585355,-1.55251727,0.146502036,,,,,,,,,,,,,,,
LYZ,0.645779748,-0.189915579,-0.687987953,0.504542468,,,,,,,,,,,,,,,
LRRC58,0.778671329,-0.108645816,-0.979097173,0.346859169,,,,,,,,,,,,,,,
PNPLA6,1.16668462,0.066953473,0.602962916,0.557757373,,,,,,,,,,,,,,,
LUM,0.769474168,-0.113805955,-1.725802337,0.110014567,,,,,,,,,,,,,,,
ELMO2,0.93189304,-0.030633932,-0.846462613,0.4138567,,,,,,,,,,,,,,,
PLEKHD1,0.582687926,-0.234563981,-1.931087301,0.07743508,,,,,,,,,,,,,,,
DNAJB9,1.088188528,0.036704143,0.090734116,0.929200822,,,,,,,,,,,,,,,
HTT,0.908085515,-0.041873252,-2.153470644,0.052318039,,,,,,,,,,,,,,,
UGT2A1,0.651013715,-0.186409862,-3.039891186,0.010275954,,,,,,,,,,,,,,,
GAR1,1.168693064,0.067700467,0.68170777,0.508367573,,,,,,,,,,,,,,,
BRK1,1.091054801,0.037846565,1.650809902,0.124685976,,,,,,,,,,,,,,,
LMCD1,0.991617262,-0.003655921,0.128411489,0.899950348,,,,,,,,,,,,,,,
CRYBG3,1.02374324,0.010191047,-0.108860035,0.915112658,,,,,,,,,,,,,,,
UTP20,0.862266858,-0.064358306,-0.91374404,0.378844864,,,,,,,,,,,,,,,
SCYL3,1.020416119,0.00877731,-0.362455067,0.723315198,,,,,,,,,,,,,,,
NTAN1,1.020604396,0.008857434,0.280694205,0.783725713,,,,,,,,,,,,,,,
ALDH3B1,0.84266778,-0.074343611,-2.218018423,0.04660418,,,,,,,,,,,,,,,
B3GALNT1,0.916201971,-0.038008778,-1.283950449,0.223396365,,,,,,,,,,,,,,,
TFAP2E,0.36336796,-0.439653369,-2.098506348,0.057697753,,,,,,,,,,,,,,,
TOMM40L,0.871636984,-0.059664351,-1.528267884,0.152367129,,,,,,,,,,,,,,,
PARP10,0.949004382,-0.022731782,-1.349499186,0.202086608,,,,,,,,,,,,,,,
MTMR12,1.053649842,0.022696307,1.174810726,0.262856322,,,,,,,,,,,,,,,
PPL,1.095158826,0.039477108,0.400051203,0.696148594,,,,,,,,,,,,,,,
CGN,0.772490737,-0.112106719,-1.944974743,0.075586587,,,,,,,,,,,,,,,
LYPLA2,0.925635236,-0.033560122,-1.811038712,0.095223767,,,,,,,,,,,,,,,
SPECC1L,0.918618736,-0.036864701,-2.205680799,0.047648529,,,,,,,,,,,,,,,
GEMIN6,1.111595466,0.045946767,1.055213992,0.312109955,,,,,,,,,,,,,,,
FGFR2,0.838978436,-0.076249202,-1.717859628,0.111492344,,,,,,,,,,,,,,,
NUDT7,0.758087074,-0.120280908,-2.030481379,0.065073247,,,,,,,,,,,,,,,
SERPINA7,0.549600442,-0.259952927,-2.324728758,0.038436206,,,,,,,,,,,,,,,
RGCC,1.068318474,0.028700739,0.379672599,0.710822305,,,,,,,,,,,,,,,
WDR13,0.921708759,-0.035406285,-1.874800021,0.085359484,,,,,,,,,,,,,,,
UBE2L6,0.846172193,-0.07254125,-1.146686454,0.273861677,,,,,,,,,,,,,,,
GRHPR,1.091808776,0.038146581,0.982094697,0.345439885,,,,,,,,,,,,,,,
ZNHIT2,0.881489156,-0.054783026,-2.474085243,0.029273613,,,,,,,,,,,,,,,
HOXC12,0.793530544,-0.100436352,-1.337596608,0.205827392,,,,,,,,,,,,,,,
TTPAL,0.952195664,-0.0212738,-2.033007901,0.06478429,,,,,,,,,,,,,,,
ALS2,0.903867962,-0.043895007,-1.520415522,0.154309087,,,,,,,,,,,,,,,
PLD3,0.901001092,-0.045274683,-1.171254529,0.264228608,,,,,,,,,,,,,,,
CD36,0.801428589,-0.096135169,-1.631834069,0.128661491,,,,,,,,,,,,,,,
USP17L13,1.239398085,0.093210821,1.81249101,0.094988059,,,,,,,,,,,,,,,
APOA2,0.484269426,-0.314912949,-1.872109324,0.085756218,,,,,,,,,,,,,,,
ANKRD27,0.910899445,-0.040529562,-1.441394195,0.17505647,,,,,,,,,,,,,,,
PDE3A,0.836326736,-0.077624019,-1.619934101,0.131210896,,,,,,,,,,,,,,,
GARIN6,1.068473281,0.028763666,0.606616862,0.555408254,,,,,,,,,,,,,,,
ACP6,0.829065451,-0.081411183,-1.329541559,0.208391029,,,,,,,,,,,,,,,
IFT70A,0.89198343,-0.049643213,-2.040525532,0.063931546,,,,,,,,,,,,,,,
PF4,0.91255662,-0.03974018,0.062459764,0.95122501,,,,,,,,,,,,,,,
C12orf4,0.593403153,-0.226650151,-2.368464874,0.035500462,,,,,,,,,,,,,,,
TMSB10,0.977043039,-0.010086305,0.744719772,0.470775036,,,,,,,,,,,,,,,
RASAL1,1.008285543,0.00358354,-0.202440241,0.8429642,,,,,,,,,,,,,,,
MTR,0.834468463,-0.078590072,-2.445093601,0.030868983,,,,,,,,,,,,,,,
PER1,1.151607849,0.061304616,0.666067637,0.517967838,,,,,,,,,,,,,,,
SMDT1,1.038335043,0.016337512,0.230880109,0.821297428,,,,,,,,,,,,,,,
MCM7,1.254597255,0.098504333,2.210961385,0.047198855,,,,,,,,,,,,,,,
DYNC2H1,0.960851199,-0.017343864,-0.769351047,0.45656196,,,,,,,,,,,,,,,
AHCTF1,0.935148529,-0.029119405,-1.35037294,0.201814217,,,,,,,,,,,,,,,
TRAPPC6B,0.910691944,-0.040628505,-1.461595475,0.169539821,,,,,,,,,,,,,,,
PNO1,0.853692076,-0.06869875,-2.266494123,0.042707453,,,,,,,,,,,,,,,
MXRA8,1.096842069,0.040144099,1.144133135,0.274878188,,,,,,,,,,,,,,,
WDR19,0.870182724,-0.060389543,-1.736249335,0.108097441,,,,,,,,,,,,,,,
PPIL3,1.236598601,0.092228751,1.132358436,0.279603488,,,,,,,,,,,,,,,
ODAD1,1.025958257,0.011129691,0.620983285,0.546225264,,,,,,,,,,,,,,,
RDH11,1.127278782,0.052031333,1.142533494,0.275516507,,,,,,,,,,,,,,,
ETF1,0.960394078,-0.017550526,-2.463238788,0.029860905,,,,,,,,,,,,,,,
FRRS1L,0.793632838,-0.100380371,-1.899881076,0.0817411,,,,,,,,,,,,,,,
SPATA20,1.676274272,0.224345079,1.392625058,0.188999069,,,,,,,,,,,,,,,
BAZ1B,1.014788683,0.006375615,0.55716864,0.587654261,,,,,,,,,,,,,,,
HLA-DRB1,0.338372848,-0.470604493,-1.538494349,0.149869523,,,,,,,,,,,,,,,
ARL2BP,0.931059116,-0.031022743,-1.683413426,0.118107378,,,,,,,,,,,,,,,
SERPINF2,0.586780508,-0.231524322,-1.915617559,0.079542999,,,,,,,,,,,,,,,
F13B,0.769660017,-0.113701074,-2.066797396,0.061032862,,,,,,,,,,,,,,,
AP3M2,0.931758017,-0.030696862,-1.040256775,0.318726848,,,,,,,,,,,,,,,
FLOT1,0.907160676,-0.042315784,-2.119510939,0.055583323,,,,,,,,,,,,,,,
INSL6,1.508753316,0.178618238,0.82668747,0.424547409,,,,,,,,,,,,,,,
COL7A1,1.006183527,0.002677203,-0.004324925,0.996620288,,,,,,,,,,,,,,,
CTBS,0.953721428,-0.02057846,-0.969919059,0.351230902,,,,,,,,,,,,,,,
EIF2S2,0.904138459,-0.043765057,-0.809471809,0.434001537,,,,,,,,,,,,,,,
APOB,0.647560339,-0.188719758,-1.161341673,0.268083262,,,,,,,,,,,,,,,
TNFAIP8,0.856864845,-0.067087675,-1.761724881,0.103546949,,,,,,,,,,,,,,,
LZTS2,1.079251257,0.033122563,0.591135773,0.565398296,,,,,,,,,,,,,,,
OLFML2B,1.156200942,0.063033319,1.415131499,0.182453554,,,,,,,,,,,,,,,
TEP1,0.804896235,-0.094260104,-2.295249464,0.040544662,,,,,,,,,,,,,,,
SPTBN4,1.043621053,0.018542831,0.929035661,0.371181975,,,,,,,,,,,,,,,
PEX2,0.890997857,-0.050123341,-2.165761251,0.051181444,,,,,,,,,,,,,,,
C19orf84,1.015615906,0.006729494,0.647463145,0.529524399,,,,,,,,,,,,,,,
THEMIS2,0.710881401,-0.148202848,-1.506692839,0.157753756,,,,,,,,,,,,,,,
FEZ2,0.832877076,-0.079419091,-3.28774563,0.006486353,,,,,,,,,,,,,,,
SRPX,0.72200828,-0.141457822,-1.231748253,0.241635411,,,,,,,,,,,,,,,
SOS2,0.686097541,-0.163614137,-1.992289028,0.069589627,,,,,,,,,,,,,,,
ARHGEF19,0.891206576,-0.050021618,-2.215107322,0.046848624,,,,,,,,,,,,,,,
UGGT2,0.868871103,-0.061044646,-2.447998,0.030705442,,,,,,,,,,,,,,,
APOC1,0.373015852,-0.428272711,-1.912317461,0.079999426,,,,,,,,,,,,,,,
IGLV6-57,0.736671341,-0.132726226,-0.65466377,0.525034077,,,,,,,,,,,,,,,
ADAL,0.749253335,-0.125371315,-2.01836747,0.066475422,,,,,,,,,,,,,,,
HLA-DRB1,40.91570074,1.611889993,1.005651893,0.334431392,,,,,,,,,,,,,,,
DAG1,1.07799065,0.032614994,1.734668485,0.108385615,,,,,,,,,,,,,,,
NAA25,0.859695294,-0.065655451,-2.028726406,0.065274667,,,,,,,,,,,,,,,
HYAL2,0.91698879,-0.037635973,-0.597505805,0.561275884,,,,,,,,,,,,,,,
SELL,0.637631726,-0.195430082,-1.675554567,0.119664425,,,,,,,,,,,,,,,
MAGI1,0.935217028,-0.029087595,-2.421861771,0.032207764,,,,,,,,,,,,,,,
ZNF716,1.080749746,0.033725142,1.068860982,0.306162319,,,,,,,,,,,,,,,
LIF,1.204326923,0.080744395,0.863203006,0.404948352,,,,,,,,,,,,,,,
B4GAT1,0.886587553,-0.05227837,-2.022076499,0.066043152,,,,,,,,,,,,,,,
APIP,1.037378912,0.015937415,0.642180742,0.53283249,,,,,,,,,,,,,,,
SIL1,0.836739121,-0.077409925,-2.453237899,0.030412509,,,,,,,,,,,,,,,
DPT,0.818397346,-0.087035788,-1.501432777,0.159091456,,,,,,,,,,,,,,,
SLC16A6,0.978653316,-0.009371128,-0.330018622,0.747075805,,,,,,,,,,,,,,,
PPM1K,1.270251044,0.10388956,1.043081791,0.317469208,,,,,,,,,,,,,,,
DDX24,0.974655447,-0.011148886,-0.515136006,0.615814853,,,,,,,,,,,,,,,
RAP2B,0.881931833,-0.054564981,-0.605070181,0.556401948,,,,,,,,,,,,,,,
SRGAP3,0.804393875,-0.094531245,-2.442587905,0.03101075,,,,,,,,,,,,,,,
FLOT2,0.922018072,-0.035260567,-2.054706856,0.062351298,,,,,,,,,,,,,,,
IGLV2-18,0.724018642,-0.140250251,-2.452633089,0.030446182,,,,,,,,,,,,,,,
ARMCX3,1.099497068,0.041194076,1.274756339,0.226525843,,,,,,,,,,,,,,,
CD5L,0.522613961,-0.281818993,-1.932003986,0.077311796,,,,,,,,,,,,,,,
ZHX1,0.877480368,-0.056762591,-2.185045492,0.049444943,,,,,,,,,,,,,,,
IFT81,0.861824989,-0.064580917,-2.481207073,0.028894096,,,,,,,,,,,,,,,
RXRG,1.018333998,0.007890243,0.611238092,0.5524451,,,,,,,,,,,,,,,
MOSPD1,1.316448797,0.119403972,0.831700864,0.421819976,,,,,,,,,,,,,,,
ELOVL1,0.455561527,-0.34145296,-1.946523042,0.075383033,,,,,,,,,,,,,,,
B9D2,0.855974981,-0.067538929,-1.846025248,0.089690137,,,,,,,,,,,,,,,
ZNRD2,0.925732656,-0.033514416,-1.084765538,0.299338273,,,,,,,,,,,,,,,
SHOX,0.782158081,-0.106705463,-2.235702888,0.045145026,,,,,,,,,,,,,,,
GCA,0.951271036,-0.021695726,-0.322581799,0.752563032,,,,,,,,,,,,,,,
PLEKHF1,0.877576005,-0.05671526,-1.390346008,0.18967265,,,,,,,,,,,,,,,
CACHD1,0.782360122,-0.106593294,-1.573679809,0.141543741,,,,,,,,,,,,,,,
GGA3,1.06409167,0.026979043,0.781904635,0.449423885,,,,,,,,,,,,,,,
LRP1B,0.837463791,-0.077033961,-1.079111389,0.301751032,,,,,,,,,,,,,,,
ARID4B,0.89026031,-0.050482988,-1.035237257,0.320970511,,,,,,,,,,,,,,,
DMWD,0.971542478,-0.012538206,-0.527217252,0.60765228,,,,,,,,,,,,,,,
MYOF,0.792793836,-0.100839735,-1.451785091,0.172200265,,,,,,,,,,,,,,,
NIPSNAP3B,1.226879261,0.088801825,1.275289076,0.226343552,,,,,,,,,,,,,,,
PAFAH2,0.859605405,-0.065700863,-2.164097952,0.051333887,,,,,,,,,,,,,,,
CBX1,1.049721193,0.021073965,0.502272663,0.6245652,,,,,,,,,,,,,,,
RTF2,1.006873559,0.002974936,0.258411395,0.800468313,,,,,,,,,,,,,,,
TERF2IP,0.885580244,-0.052772081,-1.57440757,0.141375845,,,,,,,,,,,,,,,
DNAJC2,0.946683454,-0.023795214,-1.46628321,0.168280894,,,,,,,,,,,,,,,
NOL3,1.237592715,0.092577744,1.467601661,0.167928243,,,,,,,,,,,,,,,
CA2,0.893571087,-0.048870892,-1.773096432,0.101571709,,,,,,,,,,,,,,,
TYMP,0.840017932,-0.075711443,-0.796364874,0.44129075,,,,,,,,,,,,,,,
JCAD,1.012199891,0.005266286,0.28518633,0.780363818,,,,,,,,,,,,,,,
PKLR,0.847123862,-0.072053085,-1.704181285,0.11407869,,,,,,,,,,,,,,,
EXTL3,1.27664692,0.106070802,1.397660261,0.187517951,,,,,,,,,,,,,,,
IDS,0.559878202,-0.251906441,-1.903769115,0.081192901,,,,,,,,,,,,,,,
USF1,1.035918516,0.015325596,0.404002188,0.693318243,,,,,,,,,,,,,,,
ARHGAP18,0.862797472,-0.064091136,-1.600915456,0.135377092,,,,,,,,,,,,,,,
RNF220,1.313907129,0.118564669,2.129214761,0.054631244,,,,,,,,,,,,,,,
PGLYRP2,0.460094346,-0.337153104,-1.918308936,0.07917253,,,,,,,,,,,,,,,
BGN,0.841808011,-0.074786946,-1.193356035,0.255789819,,,,,,,,,,,,,,,
SIPA1L1,0.993448766,-0.002854525,-0.657084845,0.523529246,,,,,,,,,,,,,,,
ARNT2,0.536621273,-0.270332114,-2.08695481,0.05889248,,,,,,,,,,,,,,,
NFATC2,0.835568061,-0.078018169,-1.747483489,0.106069188,,,,,,,,,,,,,,,
ZDHHC4,0.941197875,-0.026319062,-1.591525542,0.137476219,,,,,,,,,,,,,,,
POLD1,0.951199821,-0.02172824,-1.036170482,0.320552492,,,,,,,,,,,,,,,
IGKV1-16,0.700743232,-0.154441088,-1.173905007,0.263205298,,,,,,,,,,,,,,,
METTL2B,0.919254658,-0.036564161,-1.163106162,0.26739396,,,,,,,,,,,,,,,
CTR9,1.004089785,0.001772549,-0.223626461,0.82680976,,,,,,,,,,,,,,,
IGLV3-19,0.681354857,-0.166626644,-0.95148777,0.360128768,,,,,,,,,,,,,,,
PLEKHA5,1.059194693,0.024975796,0.719883055,0.485382594,,,,,,,,,,,,,,,
SPATA18,0.827996686,-0.081971401,-1.635710987,0.127840339,,,,,,,,,,,,,,,
ANKRD65,0.911436092,-0.040273778,-1.290186273,0.22129375,,,,,,,,,,,,,,,
ATG101,0.716749246,-0.144632755,-1.703580762,0.114193451,,,,,,,,,,,,,,,
GPR34,0.98852071,-0.005014228,0.537007446,0.601077838,,,,,,,,,,,,,,,
RPAP1,0.893961897,-0.048680992,-2.159743431,0.051735012,,,,,,,,,,,,,,,
DEFA4,0.746487592,-0.126977407,-1.882933923,0.08417032,,,,,,,,,,,,,,,
CFHR2,0.68875902,-0.161932701,-1.561675688,0.144338129,,,,,,,,,,,,,,,
HLA-DMA,0.857308188,-0.066863028,-0.887566896,0.392216143,,,,,,,,,,,,,,,
ZFYVE16,0.908989853,-0.041440965,-1.593294744,0.13707856,,,,,,,,,,,,,,,
NAA20,0.930167224,-0.031438968,-1.08181016,0.300597585,,,,,,,,,,,,,,,
