gene,GO Focus function
FABP4,Metabolism or Transport (lipid)
FABP5,Metabolism or Transport (lipid)
FABP5P3,Metabolism or Transport (lipid)
FABP6,Metabolism or Transport (lipid)
FABP7,Metabolism or Transport (lipid)
FABP9,Metabolism or Transport (lipid)
FADS1,Metabolism or Transport (lipid)
FADS2,Metabolism or Transport (lipid)
FDPS,Metabolism or Transport (lipid)
FFAR1,Metabolism or Transport (lipid)
FFAR2,Metabolism or Transport (lipid)
FFAR3,Metabolism or Transport (lipid)
FFAR4,Metabolism or Transport (lipid)
FSD1,Metabolism or Transport (lipid)
GBGT1,Metabolism or Transport (lipid)
GDE1,Metabolism or Transport (lipid)
GRAMD1A,Metabolism or Transport (lipid)
GRAMD1B,Metabolism or Transport (lipid)
GRAMD1C,Metabolism or Transport (lipid)
GRAMD2A,Metabolism or Transport (lipid)
GRAMD2B,Metabolism or Transport (lipid)
GRAMD4,Metabolism or Transport (lipid)
HACD1,Metabolism or Transport (lipid)
HACD2,Metabolism or Transport (lipid)
HACD3,Metabolism or Transport (lipid)
HACD4,Metabolism or Transport (lipid)
HEXA,Metabolism or Transport (lipid)
HEXB,Metabolism or Transport (lipid)
HEXD,Metabolism or Transport (lipid)
HSD11B1,Metabolism or Transport (lipid)
HSD11B1-AS1,Metabolism or Transport (lipid)
HSD11B2,Metabolism or Transport (lipid)
HSD17B1,Metabolism or Transport (lipid)
HSD17B10,Metabolism or Transport (lipid)
HSD17B12,Metabolism or Transport (lipid)
HSD17B13,Metabolism or Transport (lipid)
HSD17B2,Metabolism or Transport (lipid)
HSD17B3,Metabolism or Transport (lipid)
HSD17B4,Metabolism or Transport (lipid)
HSD17B6,Metabolism or Transport (lipid)
HSD17B8,Metabolism or Transport (lipid)
HSD3B1,Metabolism or Transport (lipid)
HSD3B2,Metabolism or Transport (lipid)
HSD3B7,Metabolism or Transport (lipid)
INSIG1,Metabolism or Transport (lipid)
INSIG2,Metabolism or Transport (lipid)
LCAT,Metabolism or Transport (lipid)
LEPR,Metabolism or Transport (lipid)
LIAS,Metabolism or Transport (lipid)
LIPA,Metabolism or Transport (lipid)
LIPC,Metabolism or Transport (lipid)
LIPE,Metabolism or Transport (lipid)
LIPF,Metabolism or Transport (lipid)
LIPG,Metabolism or Transport (lipid)
LIPI,Metabolism or Transport (lipid)
LIPK,Metabolism or Transport (lipid)
LIPM,Metabolism or Transport (lipid)
LIPT1,Metabolism or Transport (lipid)
LIPT2,Metabolism or Transport (lipid)
LPA,Metabolism or Transport (lipid)
LPAL2,Metabolism or Transport (lipid)
LPIN1,Metabolism or Transport (lipid)
LPIN2,Metabolism or Transport (lipid)
LPIN3,Metabolism or Transport (lipid)
LPL,Metabolism or Transport (lipid)
LPP,Metabolism or Transport (lipid)
LRP1,Metabolism or Transport (lipid)
LRP10,Metabolism or Transport (lipid)
LRP12,Metabolism or Transport (lipid)
LRP1B,Metabolism or Transport (lipid)
LRP2,Metabolism or Transport (lipid)
LRP3,Metabolism or Transport (lipid)
LRP4,Metabolism or Transport (lipid)
LRP5,Metabolism or Transport (lipid)
LRP5L,Metabolism or Transport (lipid)
LRP6,Metabolism or Transport (lipid)
LRP8,Metabolism or Transport (lipid)
LSR,Metabolism or Transport (lipid)
LYPD1,Metabolism or Transport (lipid)
LYPD3,Metabolism or Transport (lipid)
LYPD4,Metabolism or Transport (lipid)
LYPD6,Metabolism or Transport (lipid)
LYPD8,Metabolism or Transport (lipid)
MBOAT1,Metabolism or Transport (lipid)
MBOAT2,Metabolism or Transport (lipid)
MBOAT4,Metabolism or Transport (lipid)
MBOAT7,Metabolism or Transport (lipid)
MFSD1,Metabolism or Transport (lipid)
MSMO1,Metabolism or Transport (lipid)
NIPAL1,Metabolism or Transport (lipid)
NIPAL2,Metabolism or Transport (lipid)
NIPAL3,Metabolism or Transport (lipid)
NIPAL4,Metabolism or Transport (lipid)
NPC1,Metabolism or Transport (lipid)
NPC1L1,Metabolism or Transport (lipid)
NPC2,Metabolism or Transport (lipid)
NR1D2,Metabolism or Transport (lipid)
NR1H2,Metabolism or Transport (lipid)
NR1H3,Metabolism or Transport (lipid)
NR1H4,Metabolism or Transport (lipid)
ORM1,Metabolism or Transport (lipid)
ORM2,Metabolism or Transport (lipid)
ORMDL1,Metabolism or Transport (lipid)
ORMDL2,Metabolism or Transport (lipid)
ORMDL3,Metabolism or Transport (lipid)
OSBP,Metabolism or Transport (lipid)
OSBP2,Metabolism or Transport (lipid)
OSBPL10,Metabolism or Transport (lipid)
OSBPL11,Metabolism or Transport (lipid)
OSBPL1A,Metabolism or Transport (lipid)
OSBPL2,Metabolism or Transport (lipid)
OSBPL3,Metabolism or Transport (lipid)
OSBPL5,Metabolism or Transport (lipid)
OSBPL6,Metabolism or Transport (lipid)
OSBPL7,Metabolism or Transport (lipid)
OSBPL8,Metabolism or Transport (lipid)
OSBPL9,Metabolism or Transport (lipid)
PAEP,Metabolism or Transport (lipid)
PASK,Metabolism or Transport (lipid)
PBLD,Metabolism or Transport (lipid)
PCTP,Metabolism or Transport (lipid)
PECR,Metabolism or Transport (lipid)
PIP,Metabolism or Transport (lipid)
PIP4K2A,Metabolism or Transport (lipid)
PIP4K2B,Metabolism or Transport (lipid)
PIP4K2C,Metabolism or Transport (lipid)
PIP4P1,Metabolism or Transport (lipid)
PIP4P2,Metabolism or Transport (lipid)
PIP5K1A,Metabolism or Transport (lipid)
PIP5K1B,Metabolism or Transport (lipid)
PIP5K1C,Metabolism or Transport (lipid)
PIP5KL1,Metabolism or Transport (lipid)
PLA1A,Metabolism or Transport (lipid)
PLA2G10,Metabolism or Transport (lipid)
PLA2G12A,Metabolism or Transport (lipid)
PLA2G12B,Metabolism or Transport (lipid)
PLA2G15,Metabolism or Transport (lipid)
PLA2G1B,Metabolism or Transport (lipid)
PLA2G2A,Metabolism or Transport (lipid)
PLA2G2C,Metabolism or Transport (lipid)
PLA2G2D,Metabolism or Transport (lipid)
PLA2G2E,Metabolism or Transport (lipid)
PLA2G2F,Metabolism or Transport (lipid)
PLA2G3,Metabolism or Transport (lipid)
PLA2G4A,Metabolism or Transport (lipid)
PLA2G4B,Metabolism or Transport (lipid)
PLA2G4C,Metabolism or Transport (lipid)
PLA2G4D,Metabolism or Transport (lipid)
PLA2G4E,Metabolism or Transport (lipid)
PLA2G4F,Metabolism or Transport (lipid)
PLA2G5,Metabolism or Transport (lipid)
PLA2G6,Metabolism or Transport (lipid)
PLA2G7,Metabolism or Transport (lipid)
PLAA,Metabolism or Transport (lipid)
PLAAT1,Metabolism or Transport (lipid)
PLAAT2,Metabolism or Transport (lipid)
PLAAT3,Metabolism or Transport (lipid)
PLAAT4,Metabolism or Transport (lipid)
PLAAT5,Metabolism or Transport (lipid)
PLB1,Metabolism or Transport (lipid)
PLCB1,Metabolism or Transport (lipid)
PLCB2,Metabolism or Transport (lipid)
PLCB3,Metabolism or Transport (lipid)
PLCB4,Metabolism or Transport (lipid)
PLCL1,Metabolism or Transport (lipid)
PLCL2,Metabolism or Transport (lipid)
PLD1,Metabolism or Transport (lipid)
PLD2,Metabolism or Transport (lipid)
PLD3,Metabolism or Transport (lipid)
PLD4,Metabolism or Transport (lipid)
PLD6,Metabolism or Transport (lipid)
PLGLB1,Metabolism or Transport (lipid)
PLGLB2,Metabolism or Transport (lipid)
PLIN1,Metabolism or Transport (lipid)
PLIN2,Metabolism or Transport (lipid)
PLIN3,Metabolism or Transport (lipid)
PLIN5,Metabolism or Transport (lipid)
PLPP1,Metabolism or Transport (lipid)
PLPP2,Metabolism or Transport (lipid)
PLPP3,Metabolism or Transport (lipid)
PLPP4,Metabolism or Transport (lipid)
PLPP5,Metabolism or Transport (lipid)
PLPP6,Metabolism or Transport (lipid)
PLPP7,Metabolism or Transport (lipid)
PLSCR1,Metabolism or Transport (lipid)
PLSCR2,Metabolism or Transport (lipid)
PLSCR3,Metabolism or Transport (lipid)
PLSCR4,Metabolism or Transport (lipid)
PLSCR5,Metabolism or Transport (lipid)
PLTP,Metabolism or Transport (lipid)
PNPLA1,Metabolism or Transport (lipid)
PNPLA2,Metabolism or Transport (lipid)
PNPLA3,Metabolism or Transport (lipid)
PNPLA4,Metabolism or Transport (lipid)
PNPLA5,Metabolism or Transport (lipid)
PNPLA7,Metabolism or Transport (lipid)
PNPLA8,Metabolism or Transport (lipid)
PPARG,Metabolism or Transport (lipid)
SACM1L,Metabolism or Transport (lipid)
SCAP,Metabolism or Transport (lipid)
SCARB1,Metabolism or Transport (lipid)
SCARB2,Metabolism or Transport (lipid)
SCD,Metabolism or Transport (lipid)
SCP2,Metabolism or Transport (lipid)
SCP2D1,Metabolism or Transport (lipid)
SEC14L1,Metabolism or Transport (lipid)
SEC14L2,Metabolism or Transport (lipid)
SEC14L3,Metabolism or Transport (lipid)
SEC14L4,Metabolism or Transport (lipid)
SERAC1,Metabolism or Transport (lipid)
SERINC1,Metabolism or Transport (lipid)
SERINC3,Metabolism or Transport (lipid)
SERINC4,Metabolism or Transport (lipid)
SERINC5,Metabolism or Transport (lipid)
SMPD1,Metabolism or Transport (lipid)
SMPD2,Metabolism or Transport (lipid)
SMPD3,Metabolism or Transport (lipid)
SMPD4,Metabolism or Transport (lipid)
SMPDL3A,Metabolism or Transport (lipid)
SMPDL3B,Metabolism or Transport (lipid)
SOAT1,Metabolism or Transport (lipid)
SOAT2,Metabolism or Transport (lipid)
SPTLC1,Metabolism or Transport (lipid)
SPTLC2,Metabolism or Transport (lipid)
SPTLC3,Metabolism or Transport (lipid)
SPTSSA,Metabolism or Transport (lipid)
SPTSSB,Metabolism or Transport (lipid)
SQLE,Metabolism or Transport (lipid)
SREBF1,Metabolism or Transport (lipid)
SREBF2,Metabolism or Transport (lipid)
ST3GAL1,Metabolism or Transport (lipid)
ST3GAL2,Metabolism or Transport (lipid)
ST3GAL3,Metabolism or Transport (lipid)
ST3GAL4,Metabolism or Transport (lipid)
ST3GAL5,Metabolism or Transport (lipid)
ST3GAL6,Metabolism or Transport (lipid)
ST6GAL1,Metabolism or Transport (lipid)
ST6GAL2,Metabolism or Transport (lipid)
ST6GALNAC1,Metabolism or Transport (lipid)
ST6GALNAC2,Metabolism or Transport (lipid)
ST6GALNAC3,Metabolism or Transport (lipid)
ST6GALNAC4,Metabolism or Transport (lipid)
ST6GALNAC5,Metabolism or Transport (lipid)
ST6GALNAC6,Metabolism or Transport (lipid)
STARD10,Metabolism or Transport (lipid)
STARD13,Metabolism or Transport (lipid)
STARD3,Metabolism or Transport (lipid)
STARD3NL,Metabolism or Transport (lipid)
STARD4,Metabolism or Transport (lipid)
STARD5,Metabolism or Transport (lipid)
STARD6,Metabolism or Transport (lipid)
STARD7,Metabolism or Transport (lipid)
STARD8,Metabolism or Transport (lipid)
STARD9,Metabolism or Transport (lipid)
TAFAZZIN,Metabolism or Transport (lipid)
TECR,Metabolism or Transport (lipid)
THRSP,Metabolism or Transport (lipid)
TSPO,Metabolism or Transport (lipid)
TSPO2,Metabolism or Transport (lipid)
UGCG,Metabolism or Transport (lipid)
UGT8,Metabolism or Transport (lipid)
VLDLR,Metabolism or Transport (lipid)
ZPLD1,Metabolism or Transport (lipid)
 ABAT,Mitochondria
 ABCA1,Mitochondria
 ABCA12,Mitochondria
 ABCA3,Mitochondria
 ABCA4,Mitochondria
 ABCA5,Mitochondria
 ABCA7,Mitochondria
 ABCA8,Mitochondria
 ABCB5,Mitochondria
 ABCB8,Mitochondria
 ABCC10,Mitochondria
 ABCC4,Mitochondria
 ABCC5,Mitochondria
 ABCC6,Mitochondria
 ABCC9,Mitochondria
 ABCD3,Mitochondria
 ABCD4,Mitochondria
 ABCG1,Mitochondria
 ABHD10,Mitochondria
 ABHD11,Mitochondria
 ACAA2,Mitochondria
 ACAD11,Mitochondria
 ACAD9,Mitochondria
 ACADL,Mitochondria
 ACADM,Mitochondria
 ACADSB,Mitochondria
 ACAT1,Mitochondria
 ACIN1,Mitochondria
 ACO2,Mitochondria
 ACOT11,Mitochondria
 ACOT13,Mitochondria
 ACOT2,Mitochondria
 ACSBG2,Mitochondria
 ACSF2,Mitochondria
 ACSF3,Mitochondria
 ACSL1,Mitochondria
 ACSL3,Mitochondria
 ACSL5,Mitochondria
 ACSM3,Mitochondria
 ADAM28,Mitochondria
 ADAP2,Mitochondria
 ADH5,Mitochondria
 ADHFE1,Mitochondria
 AFG1L,Mitochondria
 AFG3L2,Mitochondria
 AGK,Mitochondria
 AGPS,Mitochondria
 AIFM1,Mitochondria
 AIFM2,Mitochondria
 AIFM3,Mitochondria
 AIM2,Mitochondria
 AK1,Mitochondria
 AK2,Mitochondria
 AK4,Mitochondria
 AK9,Mitochondria
 AKAP1,Mitochondria
 AKAP10,Mitochondria
 AKAP8,Mitochondria
 ALDH1B1,Mitochondria
 ALDH2,Mitochondria
 ALDH4A1,Mitochondria
 ALDH5A1,Mitochondria
 ALDH7A1,Mitochondria
 ALDOA,Mitochondria
 ALKBH3,Mitochondria
 ALKBH7,Mitochondria
 AMACR,Mitochondria
 AMMECR1,Mitochondria
 AMT,Mitochondria
 ANKRD37,Mitochondria
 APEX1,Mitochondria
 APH1A,Mitochondria
 APOO,Mitochondria
 APOOL,Mitochondria
 APPBP2,Mitochondria
 AQR,Mitochondria
 ARID4B,Mitochondria
 ARL2,Mitochondria
 ARMCX6,Mitochondria
 ATAD1,Mitochondria
 ATAD2,Mitochondria
 ATAD3A,Mitochondria
 ATAD3B,Mitochondria
 ATF7IP,Mitochondria
 ATP10D,Mitochondria
 ATP11A,Mitochondria
 ATP11B,Mitochondria
 ATP11C,Mitochondria
 ATP13A1,Mitochondria
 ATP13A2,Mitochondria
 ATP1A2,Mitochondria
 ATP2A1,Mitochondria
 ATP5F1A,Mitochondria
 ATP5F1B,Mitochondria
 ATP5F1C,Mitochondria
 ATP5F1E,Mitochondria
 ATP5IF1,Mitochondria
 ATP5MC1,Mitochondria
 ATP5MC2,Mitochondria
 ATP5MC3,Mitochondria
 ATP5ME,Mitochondria
 ATP5MF,Mitochondria
 ATP5MGL,Mitochondria
 ATP5PB,Mitochondria
 ATP5PD,Mitochondria
 ATP5PF,Mitochondria
 ATP5PO,Mitochondria
 ATP6V0A2,Mitochondria
 ATP6V0A4,Mitochondria
 ATP6V0B,Mitochondria
 ATP6V1A,Mitochondria
 ATP6V1B2,Mitochondria
 ATP6V1C1,Mitochondria
 ATP7B,Mitochondria
 ATP8A1,Mitochondria
 ATP8A2,Mitochondria
 ATP9A,Mitochondria
 ATPAF1,Mitochondria
 ATPSCKMT,Mitochondria
 ATRX,Mitochondria
 AURKAIP1,Mitochondria
 BAK1,Mitochondria
 BCAP31,Mitochondria
 BCAT2,Mitochondria
 BCKDHA,Mitochondria
 BCKDK,Mitochondria
 BCO2,Mitochondria
 BCS1L,Mitochondria
 BDH1,Mitochondria
 BECN1,Mitochondria
 BID,Mitochondria
 BIK,Mitochondria
 BLOC1S1,Mitochondria
 BPHL,Mitochondria
 BPTF,Mitochondria
 BRIP1,Mitochondria
 BTD,Mitochondria
 C10orf67,Mitochondria
 C11orf65,Mitochondria
 C1QBP,Mitochondria
 CA5B,Mitochondria
 CALM3,Mitochondria
 CAPRIN2,Mitochondria
 CASP9,Mitochondria
 CAT,Mitochondria
 CBR4,Mitochondria
 CCAR2,Mitochondria
 CCDC51,Mitochondria
 CCDC90B,Mitochondria
 CCT4,Mitochondria
 CCT5,Mitochondria
 CCT8,Mitochondria
 CDK5RAP1,Mitochondria
 CEND1,Mitochondria
 CEP89,Mitochondria
 CHCHD1,Mitochondria
 CHCHD10,Mitochondria
 CHCHD2,Mitochondria
 CHCHD3,Mitochondria
 CHCHD6,Mitochondria
 CHCHD7,Mitochondria
 CHD1,Mitochondria
 CHD2,Mitochondria
 CHD3,Mitochondria
 CHD8,Mitochondria
 CHD9,Mitochondria
 CHDH,Mitochondria
 CIAPIN1,Mitochondria
 CISD2,Mitochondria
 CKB,Mitochondria
 CKMT1A,Mitochondria
 CKMT1B,Mitochondria
 CLPB,Mitochondria
 CLPX,Mitochondria
 CLU,Mitochondria
 CLYBL,Mitochondria
 CMC2,Mitochondria
 COA1,Mitochondria
 COA3,Mitochondria
 COA4,Mitochondria
 COA5,Mitochondria
 COA8,Mitochondria
 COQ10A,Mitochondria
 COQ3,Mitochondria
 COQ4,Mitochondria
 COQ5,Mitochondria
 COQ6,Mitochondria
 COQ7,Mitochondria
 COQ8B,Mitochondria
 COX11,Mitochondria
 COX14,Mitochondria
 COX15,Mitochondria
 COX17,Mitochondria
 COX18,Mitochondria
 COX20,Mitochondria
 COX4I1,Mitochondria
 COX5A,Mitochondria
 COX5B,Mitochondria
 COX6A1,Mitochondria
 COX6B1,Mitochondria
 COX6C,Mitochondria
 COX7A1,Mitochondria
 COX7A2,Mitochondria
 COX7A2L,Mitochondria
 COX7B,Mitochondria
 COX7C,Mitochondria
 COX8A,Mitochondria
 CPNE3,Mitochondria
 CPT1A,Mitochondria
 CPT2,Mitochondria
 CREB3L4,Mitochondria
 CREBZF,Mitochondria
 CS,Mitochondria
 CYB5A,Mitochondria
 CYB5B,Mitochondria
 CYB5R1,Mitochondria
 CYBA,Mitochondria
 CYC1,Mitochondria
 CYCS,Mitochondria
 CYP11A1,Mitochondria
 CYP27A1,Mitochondria
 CYP27C1,Mitochondria
 D2HGDH,Mitochondria
 DAP3,Mitochondria
 DARS2,Mitochondria
 DBT,Mitochondria
 DCAF8,Mitochondria
 DCK,Mitochondria
 DCPS,Mitochondria
 DDIT4,Mitochondria
 DDX1,Mitochondria
 DDX18,Mitochondria
 DDX19B,Mitochondria
 DDX20,Mitochondria
 DDX21,Mitochondria
 DDX23,Mitochondria
 DDX39A,Mitochondria
 DDX3X,Mitochondria
 DDX41,Mitochondria
 DDX42,Mitochondria
 DDX46,Mitochondria
 DDX47,Mitochondria
 DDX49,Mitochondria
 DDX51,Mitochondria
 DDX52,Mitochondria
 DDX55,Mitochondria
 DDX56,Mitochondria
 DDX58,Mitochondria
 DDX59,Mitochondria
 DDX6,Mitochondria
 DDX60,Mitochondria
 DDX60L,Mitochondria
 DECR1,Mitochondria
 DEPP1,Mitochondria
 DGLUCY,Mitochondria
 DGUOK,Mitochondria
 DHFR,Mitochondria
 DHFR2,Mitochondria
 DHODH,Mitochondria
 DHX15,Mitochondria
 DHX16,Mitochondria
 DHX29,Mitochondria
 DHX30,Mitochondria
 DHX32,Mitochondria
 DHX34,Mitochondria
 DHX36,Mitochondria
 DHX37,Mitochondria
 DHX38,Mitochondria
 DHX8,Mitochondria
 DICER1,Mitochondria
 DLAT,Mitochondria
 DLD,Mitochondria
 DMAC2L,Mitochondria
 DMGDH,Mitochondria
 DNAH11,Mitochondria
 DNAH17,Mitochondria
 DNAH3,Mitochondria
 DNAJA1,Mitochondria
 DNAJC15,Mitochondria
 DND1,Mitochondria
 DNHD1,Mitochondria
 DNM1L,Mitochondria
 DOK7,Mitochondria
 DUOX1,Mitochondria
 DUSP18,Mitochondria
 DYNC1H1,Mitochondria
 DYNC1I2,Mitochondria
 DYNLL1,Mitochondria
 EARS2,Mitochondria
 ECH1,Mitochondria
 ECHDC3,Mitochondria
 ECHS1,Mitochondria
 ECI1,Mitochondria
 ECI2,Mitochondria
 EIF4A2,Mitochondria
 EIF6,Mitochondria
 ELAC2,Mitochondria
 ENO1,Mitochondria
 ENO4,Mitochondria
 ENOSF1,Mitochondria
 ENY2,Mitochondria
 EP400,Mitochondria
 EPHA4,Mitochondria
 ERBB4,Mitochondria
 ERCC2,Mitochondria
 ERCC3,Mitochondria
 ERCC6,Mitochondria
 ERCC6L2,Mitochondria
 ETFB,Mitochondria
 ETFBKMT,Mitochondria
 EXOG,Mitochondria
 FADS1,Mitochondria
 FAM110B,Mitochondria
 FAM162A,Mitochondria
 FAM210B,Mitochondria
 FARS2,Mitochondria
 FASTKD1,Mitochondria
 FASTKD2,Mitochondria
 FBXO7,Mitochondria
 FBXW7,Mitochondria
 FDXR,Mitochondria
 FECH,Mitochondria
 FEN1,Mitochondria
 FH,Mitochondria
 FIBP,Mitochondria
 FIGNL1,Mitochondria
 FIS1,Mitochondria
 FLVCR1,Mitochondria
 FMC1,Mitochondria
 FUNDC1,Mitochondria
 G3BP1,Mitochondria
 GABARAPL1,Mitochondria
 GAPDH,Mitochondria
 GATM,Mitochondria
 GCLC,Mitochondria
 GCSH,Mitochondria
 GDAP1,Mitochondria
 GFER,Mitochondria
 GFM1,Mitochondria
 GFM2,Mitochondria
 GHITM,Mitochondria
 GHR,Mitochondria
 GJA1,Mitochondria
 GK,Mitochondria
 GLDC,Mitochondria
 GLOD4,Mitochondria
 GLRX2,Mitochondria
 GLRX5,Mitochondria
 GMPR,Mitochondria
 GMPR2,Mitochondria
 GOT2,Mitochondria
 GPD1L,Mitochondria
 GPD2,Mitochondria
 GPI,Mitochondria
 GPT2,Mitochondria
 GPX4,Mitochondria
 GRAMD4,Mitochondria
 GRPEL1,Mitochondria
 GRPEL2,Mitochondria
 GRSF1,Mitochondria
 GSR,Mitochondria
 GSTK1,Mitochondria
 GSTP1,Mitochondria
 GSTZ1,Mitochondria
 GUF1,Mitochondria
 HADHA,Mitochondria
 HARS2,Mitochondria
 HAX1,Mitochondria
 HCCS,Mitochondria
 HCLS1,Mitochondria
 HDHD5,Mitochondria
 HELB,Mitochondria
 HELLS,Mitochondria
 HELZ,Mitochondria
 HELZ2,Mitochondria
 HIBCH,Mitochondria
 HIGD1A,Mitochondria
 HIGD2A,Mitochondria
 HINT2,Mitochondria
 HK2,Mitochondria
 HKDC1,Mitochondria
 HMGN5,Mitochondria
 HMOX1,Mitochondria
 HRK,Mitochondria
 HSD17B10,Mitochondria
 HSD17B8,Mitochondria
 HSPA13,Mitochondria
 HSPA8,Mitochondria
 HSPA9,Mitochondria
 HSPD1,Mitochondria
 HUWE1,Mitochondria
 HYKK,Mitochondria
 IARS2,Mitochondria
 IDE,Mitochondria
 IDH1,Mitochondria
 IDH2,Mitochondria
 IDH3A,Mitochondria
 IDH3B,Mitochondria
 IDH3G,Mitochondria
 IFI27L1,Mitochondria
 IFI27L2,Mitochondria
 IFI6,Mitochondria
 IFIH1,Mitochondria
 IFIT3,Mitochondria
 IMMP1L,Mitochondria
 IMMT,Mitochondria
 IQCA1,Mitochondria
 ISCA2,Mitochondria
 ISCU,Mitochondria
 IVD,Mitochondria
 JARID2,Mitochondria
 KIF13A,Mitochondria
 KIF13B,Mitochondria
 KIF15,Mitochondria
 KIF1A,Mitochondria
 KIF1C,Mitochondria
 KIF20B,Mitochondria
 KIF3A,Mitochondria
 KIF3C,Mitochondria
 KIF5B,Mitochondria
 KIFC2,Mitochondria
 L2HGDH,Mitochondria
 LACTB,Mitochondria
 LDHA,Mitochondria
 LDHB,Mitochondria
 LDHD,Mitochondria
 LETM2,Mitochondria
 LETMD1,Mitochondria
 LGALS3,Mitochondria
 LIAS,Mitochondria
 LIG3,Mitochondria
 LYN,Mitochondria
 LYRM7,Mitochondria
 MAPK10,Mitochondria
 MCAT,Mitochondria
 MCCC1,Mitochondria
 MCCC2,Mitochondria
 MCEE,Mitochondria
 MCL1,Mitochondria
 MCM3,Mitochondria
 MCM6,Mitochondria
 MCM7,Mitochondria
 MCM8,Mitochondria
 MDH2,Mitochondria
 ME1,Mitochondria
 ME2,Mitochondria
 METAP1D,Mitochondria
 METTL15,Mitochondria
 METTL8,Mitochondria
 METTL9,Mitochondria
 MFF,Mitochondria
 MFN1,Mitochondria
 MFN2,Mitochondria
 MICOS10,Mitochondria
 MICOS13,Mitochondria
 MICU2,Mitochondria
 MICU3,Mitochondria
 MIEF1,Mitochondria
 MIGA1,Mitochondria
 MIPEP,Mitochondria
 MLH3,Mitochondria
 MMADHC,Mitochondria
 MMUT,Mitochondria
 MORC2,Mitochondria
 MORC3,Mitochondria
 MORC4,Mitochondria
 MOV10,Mitochondria
 MPC2,Mitochondria
 MPV17,Mitochondria
 MRE11,Mitochondria
 MRM1,Mitochondria
 MRPL13,Mitochondria
 MRPL15,Mitochondria
 MRPL16,Mitochondria
 MRPL19,Mitochondria
 MRPL20,Mitochondria
 MRPL22,Mitochondria
 MRPL23,Mitochondria
 MRPL27,Mitochondria
 MRPL28,Mitochondria
 MRPL3,Mitochondria
 MRPL30,Mitochondria
 MRPL32,Mitochondria
 MRPL33,Mitochondria
 MRPL35,Mitochondria
 MRPL36,Mitochondria
 MRPL37,Mitochondria
 MRPL40,Mitochondria
 MRPL41,Mitochondria
 MRPL42,Mitochondria
 MRPL44,Mitochondria
 MRPL46,Mitochondria
 MRPL47,Mitochondria
 MRPL48,Mitochondria
 MRPL49,Mitochondria
 MRPL50,Mitochondria
 MRPL51,Mitochondria
 MRPL52,Mitochondria
 MRPL54,Mitochondria
 MRPL58,Mitochondria
 MRPS10,Mitochondria
 MRPS11,Mitochondria
 MRPS16,Mitochondria
 MRPS18A,Mitochondria
 MRPS18B,Mitochondria
 MRPS21,Mitochondria
 MRPS23,Mitochondria
 MRPS25,Mitochondria
 MRPS26,Mitochondria
 MRPS28,Mitochondria
 MRPS33,Mitochondria
 MRPS34,Mitochondria
 MRPS35,Mitochondria
 MRPS7,Mitochondria
 MRPS9,Mitochondria
 MRRF,Mitochondria
 MRS2,Mitochondria
 MSH2,Mitochondria
 MSH6,Mitochondria
 MT-ATP6,Mitochondria
 MT-ATP8,Mitochondria
 MTCH1,Mitochondria
 MTCH2,Mitochondria
 MT-CO1,Mitochondria
 MT-CO3,Mitochondria
 MT-CYB,Mitochondria
 MTERF1,Mitochondria
 MTERF2,Mitochondria
 MTERF3,Mitochondria
 MTFP1,Mitochondria
 MTFR1L,Mitochondria
 MTG2,Mitochondria
 MTHFD1,Mitochondria
 MTHFS,Mitochondria
 MTIF2,Mitochondria
 MTIF3,Mitochondria
 MT-ND1,Mitochondria
 MT-ND2,Mitochondria
 MT-ND3,Mitochondria
 MT-ND4,Mitochondria
 MT-ND4L,Mitochondria
 MTO1,Mitochondria
 MTOR,Mitochondria
 MTPAP,Mitochondria
 MTREX,Mitochondria
 MTRF1,Mitochondria
 MTRF1L,Mitochondria
 MTX2,Mitochondria
 MTX3,Mitochondria
 MUTYH,Mitochondria
 MYCBP,Mitochondria
 MYH10,Mitochondria
 MYH3,Mitochondria
 MYH7,Mitochondria
 MYO1D,Mitochondria
 MYO3B,Mitochondria
 MYO6,Mitochondria
 MYO7A,Mitochondria
 MYO9B,Mitochondria
 NACC2,Mitochondria
 NAT8L,Mitochondria
 NCBP1,Mitochondria
 NCSTN,Mitochondria
 NDUFA1,Mitochondria
 NDUFA10,Mitochondria
 NDUFA11,Mitochondria
 NDUFA13,Mitochondria
 NDUFA2,Mitochondria
 NDUFA3,Mitochondria
 NDUFA4,Mitochondria
 NDUFA5,Mitochondria
 NDUFA6,Mitochondria
 NDUFA7,Mitochondria
 NDUFA8,Mitochondria
 NDUFA9,Mitochondria
 NDUFAB1,Mitochondria
 NDUFAF1,Mitochondria
 NDUFAF3,Mitochondria
 NDUFAF5,Mitochondria
 NDUFAF6,Mitochondria
 NDUFAF7,Mitochondria
 NDUFB1,Mitochondria
 NDUFB10,Mitochondria
 NDUFB11,Mitochondria
 NDUFB3,Mitochondria
 NDUFB4,Mitochondria
 NDUFB5,Mitochondria
 NDUFB6,Mitochondria
 NDUFB7,Mitochondria
 NDUFB8,Mitochondria
 NDUFB9,Mitochondria
 NDUFC1,Mitochondria
 NDUFC2,Mitochondria
 NDUFS1,Mitochondria
 NDUFS2,Mitochondria
 NDUFS3,Mitochondria
 NDUFS4,Mitochondria
 NDUFS5,Mitochondria
 NDUFS6,Mitochondria
 NDUFS7,Mitochondria
 NDUFV1,Mitochondria
 NDUFV2,Mitochondria
 NFS1,Mitochondria
 NGRN,Mitochondria
